apertura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
1.09	4.53186	1.10779	-65.76233	-137.86926	267.68188
1.0905	19.83948	5.74036	-75.4303	-162.44202	378.35999
1.091	36.55701	15.20691	-83.78906	-177.14539	377.75574
1.0915	60.02197	25.88196	-68.58215	-133.03528	290.24048
1.092	54.78516	37.26196	-29.00391	-41.39099	175.83618
1.0925	70.59631	17.6239	-4.12903	-0.90637	97.98889
1.093	82.88269	-19.63806	-28.9032	34.03931	65.76233
1.0935	86.20605	-53.07312	-76.23596	85.09827	70.09277
1.094	90.93933	-57.8064	-115.51208	91.64429	97.08252
1.0945	74.12109	-34.94568	-106.8512	105.6427	30.71594
1.095	20.34302	7.25098	-47.63489	75.63171	-39.98108
1.0955	-15.50903	9.16443	-7.85522	91.54358	-92.44995
1.096	-35.34851	7.5531	15.40833	60.22339	-98.19031
1.0965	-37.86621	0.50354	13.39417	35.65063	-128.80554
1.097	-36.55701	-2.71912	-4.63257	79.55933	-202.62451
1.0975	-53.47595	3.52478	1.3092	111.48376	-250.96436
1.098	-61.43188	7.85522	13.59558	89.52942	-233.23975
1.0985	-67.57507	2.5177	-1.81274	82.17773	-225.48523
1.099	-69.08569	4.02832	-15.81116	93.75916	-216.52222
1.0995	-69.38782	9.97009	-28.09753	107.25403	-212.79602
1.1	-72.61047	-6.2439	-37.7655	122.36023	-221.96045
1.1005	-62.23755	4.73328	-42.19666	119.84253	-236.26099
1.101	-50.75684	16.81824	-20.94727	78.35083	-268.89038
1.1015	-63.74817	1.51062	-11.78284	54.28162	-226.49231
1.102	-61.53259	-15.71045	-21.24939	57.10144	-175.53406
1.1025	-61.53259	-25.27771	-0.10071	41.89453	-127.99988
1.103	-50.55542	-26.98975	5.13611	-17.32178	-64.85596
1.1035	-55.49011	-27.29187	-11.48071	-47.03064	36.25488
1.104	-63.14392	-21.45081	-28.9032	-71.80481	121.15173
1.1045	-67.8772	-13.69629	-31.62231	-79.15649	166.67175
1.105	-83.88977	-15.81116	-29.70886	-68.78357	163.75122
1.1055	-84.09119	-17.6239	-29.50745	-50.45471	72.10693
1.106	-72.71118	-15.81116	-32.7301	-5.53894	41.99524
1.1065	-76.63879	-25.47913	-32.83081	47.8363	22.6593
1.107	-46.12427	-43.90869	-45.62073	80.36499	-7.35168
1.1075	-21.04797	-79.45862	-61.53259	89.328	20.24231
1.108	-22.35718	-95.67261	-68.88428	125.98572	69.38782
1.1085	-39.37683	-85.90393	-68.28003	135.15015	146.12732
1.109	-44.21082	-43.60657	-53.77808	63.64746	160.62927
1.1095	-18.12744	-20.74585	-57.10144	45.41931	178.75671
1.11	25.27771	-28.9032	-84.89685	57.50427	204.13513
1.1105	40.78674	-23.46497	-83.08411	68.07861	192.15088
1.111	51.36108	4.83398	-30.11169	9.46655	200.50964
1.1115	85.60181	1.00708	-25.98267	-26.78833	215.81726
1.112	97.98889	-6.54602	-43.30444	-19.03381	171.30432
1.1125	92.14783	-14.90479	-45.92285	-34.34143	132.83386
1.113	87.71667	-23.36426	-67.17224	3.7262	94.3634
1.1135	32.52869	-15.20691	-85.40039	70.29419	-10.27222
1.114	-5.33752	16.61682	-65.86304	165.76538	-131.12183
1.1145	-12.28638	62.64038	-9.56726	142.70325	-161.83777
1.115	13.59558	88.42163	33.63647	28.80249	-126.18713
1.1155	37.96692	83.68835	35.75134	32.32727	-137.56714
1.116	50.05188	81.67419	10.47363	50.55542	-105.6427
1.1165	37.56409	64.95667	-7.5531	28.39966	-74.42322
1.117	4.83398	59.1156	-0.30212	76.84021	-137.26501
1.1175	-0.70496	54.78516	17.92603	78.75366	-211.58752
1.118	8.7616	40.98816	29.30603	79.86145	-239.08081
1.1185	-4.73328	15.40833	5.43823	94.76624	-186.20911
1.119	-0.10071	-10.77576	-55.49011	104.4342	-108.1604
1.1195	-2.11487	-23.96851	-94.3634	193.6615	-106.34766
1.12	-20.1416	-36.4563	-79.66003	303.63464	-153.68042
1.1205	-6.94885	-34.94568	-20.34302	259.52454	-202.32239
1.121	25.47913	-27.6947	-0.10071	115.7135	-154.88892
1.1215	28.50037	-0.30212	-0.10071	49.64905	-147.03369
1.122	-9.16443	27.89612	29.70886	71.40198	-246.02966
1.1225	-7.15027	41.69312	22.25647	59.31702	-196.88416
1.123	7.15027	21.75293	-0.30212	-17.32178	60.3241
1.1235	-7.75452	0	-22.86072	-117.52625	322.97058
1.124	0.90637	6.64673	-15.40833	-150.25635	349.15466
1.1245	19.03381	26.28479	8.56018	-149.85352	271.91162
1.125	46.02356	47.13135	10.77576	-164.45618	178.35388
1.1255	62.9425	56.90002	2.71912	-117.42554	49.0448
1.126	76.43738	63.44604	-9.16443	-80.36499	-56.69861
1.1265	108.76465	47.7356	-22.6593	-67.77649	-70.49561
1.127	122.96448	32.32727	-35.54993	-76.84021	-21.45081
1.1275	108.86536	29.00391	-31.01807	-109.97314	102.01721
1.128	77.24304	16.41541	-29.70886	-141.99829	171.90857
1.1285	32.52869	29.80957	-28.09753	-87.91809	73.21472
1.129	-21.24939	29.20532	-18.63098	4.93469	-13.49487
1.1295	-58.30994	38.16833	3.7262	85.19897	-104.03137
1.13	-38.57117	55.79224	4.02832	90.13367	-159.7229
1.1305	-38.87329	65.76233	4.93469	96.17615	-176.94397
1.131	-66.76941	90.43579	31.52161	47.93701	-170.70007
1.1315	-58.00781	95.5719	42.29736	-14.30054	-170.29724
1.132	-38.16833	76.7395	28.39966	-57.30286	-86.60889
1.1325	-35.75134	61.83472	5.94177	-86.30676	-6.94885
1.133	-38.974	55.2887	-5.94177	-81.06995	-0.10071
1.1335	-24.27063	46.12427	-4.93469	-95.26978	-9.66797
1.134	10.17151	50.55542	-10.0708	-72.81189	-7.75452
1.1345	55.3894	39.57825	-24.47205	-63.84888	100.40588
1.135	94.46411	55.49011	-38.06763	-114.60571	181.87866
1.1355	115.61279	61.73401	-30.91736	-118.13049	135.04944
1.136	82.68127	85.19897	13.19275	-76.63879	48.23914
1.1365	63.34534	86.10535	28.09753	-44.21082	10.57434
1.137	59.82056	92.55066	24.47205	-9.26514	-69.58923
1.1375	40.78674	111.8866	24.87488	21.14868	-107.75757
1.138	29.50745	124.77722	48.44055	-29.91028	-123.87085
1.1385	48.64197	109.67102	55.2887	-68.48145	-127.29492
1.139	60.82764	85.70251	42.19666	-77.54517	-110.6781
1.1395	38.16833	61.83472	35.75134	-58.61206	-108.1604
1.14	12.78992	48.64197	30.01099	-58.00781	-101.61438
1.1405	13.49487	21.45081	8.66089	-103.125	-34.34143
1.141	2.01416	21.45081	8.25806	-210.88257	46.72852
1.1415	0.70496	6.94885	22.05505	-227.90222	13.19275
1.142	-8.66089	-22.35718	-9.86938	-75.83313	-72.71118
1.1425	-8.8623	-49.95117	-75.63171	63.64746	-118.53333
1.143	-7.5531	-65.3595	-95.67261	145.9259	-120.64819
1.1435	-29.10461	-53.57666	-32.12585	165.36255	-160.83069
1.144	-90.5365	-37.46338	53.27454	223.47107	-188.12256
1.1445	-167.67883	-12.99133	88.72375	182.18079	-85.70251
1.145	-209.67407	-12.78992	54.58374	174.12415	-41.99524
1.1455	-222.26257	-22.86072	39.27612	286.31287	-110.17456
1.146	-229.61426	-49.85046	44.41223	350.96741	-89.93225
1.1465	-237.16736	-88.72375	40.58533	304.94385	-16.3147
1.147	-265.16418	-105.54199	33.73718	235.95886	21.3501
1.1475	-269.59534	-99.2981	33.03223	120.7489	27.49329
1.148	-260.83374	-94.76624	15.50903	-31.92444	70.09277
1.1485	-244.72046	-118.13049	-29.00391	-90.33508	120.95032
1.149	-245.52612	-115.20996	-55.2887	-69.58923	78.65295
1.1495	-245.02258	-90.23438	-40.08179	-41.18958	-20.24231
1.15	-209.77478	-70.19348	-44.0094	-33.9386	-31.4209
1.1505	-168.4845	-68.17932	-107.25403	-24.87488	69.99207
1.151	-120.34607	-54.28162	-159.42078	-18.8324	154.18396
1.1515	-91.14075	-22.86072	-131.92749	-27.29187	155.09033
1.152	-73.01331	-13.39417	-92.75208	29.10461	42.39807
1.1525	-50.85754	-11.2793	-76.23596	69.38782	-14.90479
1.153	-8.35876	-31.92444	-88.52234	62.33826	16.81824
1.1535	29.91028	-54.98657	-102.92358	-18.93311	34.34143
1.154	26.28479	-77.14233	-86.91101	-50.85754	15.91187
1.1545	25.47913	-72.20764	-85.09827	-56.90002	55.3894
1.155	30.71594	-65.3595	-56.90002	-77.14233	115.7135
1.1555	31.62231	-52.8717	-54.88586	-82.58057	144.41528
1.156	54.18091	-25.78125	-77.64587	-89.02588	143.60962
1.1565	84.09119	10.37292	-52.8717	-79.45862	129.40979
1.157	125.07935	45.01648	8.35876	-112.08801	113.29651
1.1575	161.43494	58.30994	41.39099	-119.13757	52.771
1.158	178.95813	71.90552	57.30286	-103.22571	62.74109
1.1585	198.09265	59.41772	86.30676	-111.08093	91.54358
1.159	181.57654	39.37683	120.14465	-116.01562	176.64185
1.1595	174.62769	21.65222	118.83545	-110.17456	227.90222
1.16	183.18787	5.53894	98.79456	-133.23669	212.79602
1.1605	218.03284	-15.00549	70.59631	-150.35706	122.56165
1.161	245.02258	-36.95984	28.29895	-63.54675	34.94568
1.1615	243.81409	-52.46887	2.41699	-6.44531	-28.80249
1.162	250.05798	-77.14233	-18.02673	6.94885	-48.64197
1.1625	215.31372	-66.87012	-34.64355	34.34143	-90.5365
1.163	130.92041	-31.01807	-23.16284	69.1864	-118.73474
1.1635	71.20056	-0.10071	-21.65222	56.29578	-136.76147
1.164	16.21399	47.7356	-19.03381	-0.20142	-164.95972
1.1645	-27.99683	109.06677	-13.49487	-102.92358	-126.58997
1.165	-64.65454	138.27209	-83.48694	-139.07776	-67.97791
1.1655	-84.2926	136.05652	-107.25403	-147.53723	-35.34851
1.166	-101.8158	119.23828	-103.02429	-139.48059	-2.21558
1.1665	-127.89917	109.87244	-149.55139	-91.34216	40.88745
1.167	-137.56714	118.13049	-200.20752	-59.51843	93.15491
1.1675	-129.91333	118.83545	-264.76135	-44.0094	120.44678
1.168	-103.22571	108.86536	-329.91943	26.08337	108.1604
1.1685	-80.96924	85.5011	-312.09412	73.51685	107.55615
1.169	-73.01331	62.13684	-284.29871	44.51294	160.22644
1.1695	-56.79932	15.40833	-249.35303	13.19275	200.61035
1.17	-28.29895	-30.41382	-218.43567	132.53174	156.39954
1.1705	-36.35559	-36.4563	-220.24841	239.18152	77.74658
1.171	-19.33594	-44.11011	-128.20129	214.81018	48.44055
1.1715	7.35168	-61.6333	-76.13525	122.56165	41.29028
1.172	34.74426	-94.56482	28.09753	75.4303	-20.24231
1.1725	24.16992	-126.28784	164.7583	85.90393	-47.03064
1.173	-2.41699	-141.29333	249.25232	118.73474	-106.64978
1.1735	-11.88354	-128.80554	307.56226	166.57104	-163.14697
1.174	-14.80408	-107.85828	382.89185	60.72693	-186.41052
1.1745	11.98425	-117.72766	365.36865	-27.89612	-171.90857
1.175	61.73401	-130.8197	262.8479	-20.94727	-93.15491
1.1755	89.52942	-109.67102	198.59619	-5.43823	-81.17065
1.176	126.28784	-73.61755	189.9353	23.46497	-209.67407
1.1765	113.1958	-44.41223	175.83618	111.08093	-364.36157
1.177	107.05261	-19.23523	156.70166	179.15955	-395.78247
1.1775	104.83704	3.52478	115.31067	183.69141	-431.63452
1.178	85.70251	35.65063	92.95349	132.53174	-374.02954
1.1785	96.7804	53.27454	100.80872	72.50977	-277.45056
1.179	109.06677	35.95276	115.31067	-7.35168	-231.52771
1.1795	95.5719	24.67346	107.65686	-82.27844	-256.80542
1.18	45.92285	5.33752	80.26428	-16.3147	-285.80933
1.1805	15.00549	14.60266	69.99207	12.18567	-304.03748
1.181	-11.48071	40.58533	61.73401	-50.2533	-258.31604
1.1815	-23.66638	84.2926	90.33508	-195.67566	-120.64819
1.182	-11.88354	101.71509	133.03528	-271.20667	-107.45544
1.1825	11.68213	112.89368	169.69299	-264.0564	-169.89441
1.183	22.76001	112.59155	187.71973	-213.40027	-193.76221
1.1835	45.2179	107.95898	163.04626	-203.12805	-91.54358
1.184	52.26746	89.83154	155.9967	-166.87317	-135.04944
1.1845	25.27771	54.28162	168.58521	-63.24463	-296.7865
1.185	-0.90637	44.21082	137.86926	49.44763	-430.32532
1.1855	-9.56726	22.55859	87.31384	117.42554	-417.03186
1.186	-4.12903	4.93469	16.41541	118.53333	-122.15881
1.1865	14.60266	1.40991	-54.18091	-13.89771	214.91089
1.187	29.70886	0	-109.4696	-62.74109	230.72205
1.1875	40.48462	-9.66797	-134.24377	-38.87329	214.40735
1.188	81.06995	-33.23364	-149.04785	-7.95593	170.49866
1.1885	110.37598	-55.2887	-162.84485	37.36267	166.87317
1.189	86.60889	-61.83472	-179.05884	31.72302	227.6001
1.1895	48.54126	-51.76392	-202.22168	-42.49878	279.26331
1.19	37.46338	-9.66797	-219.94629	-117.72766	347.34192
1.1905	16.3147	46.72852	-222.16187	-164.55688	439.28833
1.191	17.32178	98.39172	-221.85974	-204.13513	415.42053
1.1915	44.91577	104.73633	-149.34998	-181.97937	249.45374
1.192	56.79932	75.12817	-41.18958	-137.46643	122.15881
1.1925	39.27612	36.35559	34.64355	-71.80481	32.02515
1.193	23.8678	23.8678	35.65063	-7.5531	-45.41931
1.1935	32.32727	17.92603	61.33118	-23.76709	-67.17224
1.194	33.9386	-9.56726	89.12659	-62.13684	-62.74109
1.1945	37.26196	-5.0354	79.2572	-82.47986	-6.74744
1.195	27.89612	0.50354	30.01099	-103.22571	42.90161
1.1955	39.17542	-22.45789	12.5885	-89.42871	48.03772
1.196	38.06763	-27.19116	37.56409	-64.65454	38.36975
1.1965	45.2179	-32.7301	79.55933	-86.8103	32.22656
1.197	55.79224	-38.974	109.57031	-136.05652	57.30286
1.1975	56.49719	-33.9386	110.6781	-111.8866	37.96692
1.198	51.96533	-47.8363	80.76782	-38.26904	47.63489
1.1985	26.68762	-61.93542	90.93933	19.53735	17.32178
1.199	6.74744	-60.12268	134.84802	19.03381	37.46338
1.1995	5.23682	-49.44763	126.38855	-44.81506	86.40747
1.2	-19.53735	-36.55701	76.43738	-14.90479	112.89368
1.2005	-35.2478	-44.91577	37.96692	48.23914	152.06909
1.201	-61.53259	-38.67188	11.48071	74.92676	145.42236
1.2015	-78.04871	-34.84497	15.50903	66.97083	87.91809
1.202	-85.40039	-10.17151	15.1062	39.57825	22.25647
1.2025	-76.23596	7.45239	18.73169	-10.47363	-24.06921
1.203	-77.14233	16.41541	19.43665	-0.10071	-52.67029
1.2035	-59.71985	6.74744	-3.7262	9.36584	-52.46887
1.204	-43.90869	-18.93311	-28.60107	16.01257	-9.16443
1.2045	-65.46021	-9.97009	-40.1825	11.38	4.33044
1.205	-107.15332	-2.71912	-19.53735	11.48071	-22.15576
1.2055	-148.24219	0.30212	21.24939	28.60107	-41.08887
1.206	-129.81262	1.3092	38.87329	8.7616	27.09045
1.2065	-120.64819	-13.797	33.53577	8.56018	45.11719
1.207	-110.47668	-30.91736	17.22107	4.12903	74.52393
1.2075	-115.10925	-42.59949	3.22266	8.7616	106.44836
1.208	-125.18005	-34.94568	0.80566	40.1825	124.87793
1.2085	-111.78589	-51.66321	-12.68921	53.87878	157.40662
1.209	-104.53491	-53.87878	2.31628	36.85913	181.67725
1.2095	-97.48535	-75.73242	37.26196	-46.82922	225.0824
1.21	-90.23438	-83.38623	22.86072	-48.33984	212.99744
1.2105	-95.47119	-110.87952	3.8269	-22.25647	162.44202
1.211	-150.9613	-100.20447	10.67505	-37.36267	171.80786
1.2115	-164.55688	-84.89685	2.92053	-65.3595	175.43335
1.212	-169.89441	-79.15649	-8.7616	-70.19348	162.64343
1.2125	-195.47424	-61.02905	-4.83398	-73.01331	133.53882
1.213	-189.9353	-47.03064	2.92053	-55.69153	85.90393
1.2135	-169.29016	-29.91028	-5.53894	-28.50037	31.32019
1.214	-146.42944	-21.04797	-29.50745	-0.70496	-2.81982
1.2145	-113.90076	-12.18567	-46.22498	31.21948	-19.13452
1.215	-81.06995	5.53894	-24.06921	48.84338	-56.09436
1.2155	-55.89294	1.91345	15.00549	80.66711	-71.60339
1.216	-13.69629	-30.81665	0.50354	57.20215	-6.2439
1.2165	34.14001	-42.8009	-26.08337	40.78674	-0.90637
1.217	65.46021	-45.01648	-41.29028	60.62622	-54.68445
1.2175	84.09119	-57.9071	-71.60339	132.83386	-91.04004
1.218	76.43738	-62.13684	-77.84729	189.23035	-73.01331
1.2185	29.30603	-18.22815	-37.16125	202.12097	-34.94568
1.219	47.63489	15.81116	12.99133	20.84656	52.8717
1.2195	60.12268	25.57983	17.82532	-82.88269	112.28943
1.22	68.98499	14.80408	9.36584	-55.89294	66.16516
1.2205	101.01013	-3.12195	5.33752	-43.50586	52.8717
1.221	147.33582	-13.49487	-6.3446	-47.23206	45.2179
1.2215	139.27917	-7.85522	-5.23682	-53.07312	19.94019
1.222	101.01013	-1.51062	6.74744	-54.0802	13.19275
1.2225	54.78516	8.45947	-4.53186	-54.0802	25.88196
1.223	12.68921	5.74036	-4.63257	-47.23206	31.72302
1.2235	-51.26038	-2.92053	-7.75452	-28.9032	36.35559
1.224	-80.86853	1.51062	-6.2439	-10.67505	40.08179
1.2245	-106.8512	7.75452	-5.23682	-11.68213	52.97241
1.225	-123.16589	16.61682	-9.56726	-23.8678	35.54993
1.2255	-132.63245	21.65222	-8.66089	-17.42249	1.2085
1.226	-119.84253	16.61682	-11.58142	-1.10779	-24.87488
1.2265	-94.86694	-0.80566	-22.15576	-3.12195	-23.8678
1.227	-73.81897	-9.56726	-29.30603	9.06372	-49.44763
1.2275	-30.31311	-16.41541	-35.2478	26.78833	-49.0448
1.228	3.32336	-0.20142	-44.31152	31.52161	-64.95667
1.2285	10.77576	20.34302	-39.77966	33.83789	-97.28394
1.229	-8.66089	27.39258	-22.55859	82.78198	-120.54749
1.2295	-9.86938	21.04797	11.98425	117.32483	-152.97546
1.23	2.01416	15.30762	13.09204	138.87634	-193.35938
1.2305	15.30762	-10.37292	-46.02356	297.18933	-272.81799
1.231	26.08337	-27.89612	-93.55774	403.43628	-296.88721
1.2315	50.55542	-50.55542	-95.5719	398.30017	-239.38293
1.232	51.96533	-4.73328	-27.09045	247.03674	-176.13831
1.2325	50.85754	16.41541	63.14392	71.50269	-171.80786
1.233	28.70178	36.65771	83.88977	5.43823	-166.0675
1.2335	3.02124	53.57666	70.59631	-13.797	-118.13049
1.234	22.25647	39.88037	59.1156	-28.39966	-73.61755
1.2345	42.59949	29.10461	35.54993	3.52478	-46.32568
1.235	74.12109	43.60657	11.17859	-12.68921	29.20532
1.2355	100.80872	66.6687	-2.61841	-91.745	112.49084
1.236	108.96606	79.2572	-9.76868	-165.36255	162.44202
1.2365	130.21545	92.55066	-8.15735	-199.30115	130.71899
1.237	153.17688	105.23987	5.74036	-207.76062	40.88745
1.2375	168.88733	105.74341	18.93311	-213.8031	-18.63098
1.238	154.48608	97.58606	4.33044	-174.42627	-138.27209
1.2385	121.35315	96.98181	-4.63257	-97.48535	-217.02576
1.239	91.04004	82.68127	13.39417	-23.96851	-285.91003
1.2395	65.56091	79.96216	25.37842	3.7262	-301.51978
1.24	27.49329	76.84021	28.80249	23.96851	-291.04614
1.2405	12.18567	65.56091	31.92444	66.16516	-271.91162
1.241	-11.2793	49.95117	37.26196	65.56091	-237.06665
1.2415	-28.70178	40.1825	42.39807	64.65454	-217.22717
1.242	-33.33435	25.07629	27.09045	45.52002	-169.08875
1.2425	-47.23206	2.41699	9.26514	74.42322	-162.03918
1.243	-57.30286	-13.99841	-7.04956	60.72693	-57.50427
1.2435	-37.56409	-12.08496	-13.797	-4.53186	22.6593
1.244	-4.63257	-8.56018	-5.74036	-46.32568	22.86072
1.2445	-5.53894	-26.98975	18.63098	-63.74817	30.51453
1.245	-21.75293	-21.3501	6.94885	-55.69153	-22.05505
1.2455	-17.42249	13.59558	-36.15417	-16.71753	-142.099
1.246	6.94885	60.3241	-121.05103	36.85913	-218.03284
1.2465	42.19666	82.88269	-169.89441	53.67737	-184.19495
1.247	76.33667	76.43738	-222.36328	44.91577	-95.37048
1.2475	76.43738	92.55066	-247.03674	48.23914	-84.69543
1.248	67.47437	137.66785	-215.21301	46.82922	-103.02429
1.2485	56.49719	154.08325	-191.24451	-25.88196	-132.93457
1.249	65.46021	154.18396	-210.78186	-46.42639	-40.68604
1.2495	67.97791	132.93457	-234.95178	-73.81897	113.90076
1.25	80.06287	108.96606	-238.37585	-186.00769	365.57007
1.2505	104.93774	90.03296	-254.89197	-310.78491	597.09778
1.251	101.61438	52.46887	-213.40027	-322.97058	555.70679
1.2515	79.86145	4.73328	-117.32483	-212.19177	395.07751
1.252	46.82922	-14.19983	-8.8623	-101.01013	151.96838
1.2525	28.29895	-33.73718	102.52075	-15.50903	-89.52942
1.253	23.76709	-35.04639	167.47742	-18.93311	-218.93921
1.2535	-6.3446	-86.91101	168.08167	13.89771	-243.61267
1.254	-11.68213	-147.53723	218.23425	44.11011	-180.06592
1.2545	5.53894	-139.68201	209.9762	-17.22107	-174.62769
1.255	-10.77576	-119.33899	213.19885	7.15027	-207.4585
1.2555	-42.8009	-95.77332	226.89514	71.50269	-229.71497
1.256	-73.91968	-84.69543	183.08716	123.77014	-226.08948
1.2565	-88.52234	-79.2572	143.10608	199.50256	-155.19104
1.257	-80.96924	-67.57507	123.87085	88.92517	43.80798
1.2575	-77.34375	-52.8717	142.60254	-73.61755	268.18542
1.258	-59.1156	-46.92993	142.80396	-142.70325	375.84229
1.2585	-33.13293	-57.70569	131.52466	-130.51758	399.40796
1.259	-7.35168	-68.78357	108.46252	-78.35083	335.15625
1.2595	13.19275	-49.74976	63.44604	-17.42249	170.59937
1.26	19.23523	-33.13293	8.25806	71.50269	11.78284
1.2605	7.15027	-13.49487	19.33594	95.5719	-71.20056
1.261	-7.85522	1.3092	31.11877	50.85754	-30.11169
1.2615	5.23682	-14.30054	39.47754	-19.13452	24.57275
1.262	1.3092	-40.1825	64.65454	-66.36658	6.84814
1.2625	-16.61682	-43.20374	108.26111	-84.39331	-42.59949
1.263	-14.90479	-41.18958	107.85828	-57.40356	-36.25488
1.2635	-13.19275	-32.42798	102.11792	-47.63489	-32.52869
1.264	-21.75293	-4.73328	70.69702	-35.14709	-29.50745
1.2645	-18.02673	-8.7616	36.75842	-45.62073	44.41223
1.265	-11.78284	-17.22107	-6.2439	-63.94958	112.89368
1.2655	-3.12195	-12.5885	-28.29895	-92.14783	123.06519
1.266	-2.92053	-23.16284	-62.8418	-87.51526	99.2981
1.2665	-32.62939	-19.73877	-66.16516	-59.41772	83.88977
1.267	-59.51843	-4.83398	-41.29028	-21.55151	26.88904
1.2675	-52.26746	13.59558	-11.58142	-38.06763	-16.71753
1.268	-25.57983	31.11877	11.88354	-74.42322	-9.36584
1.2685	1.3092	19.63806	3.92761	-73.21472	29.10461
1.269	7.15027	25.07629	-2.92053	-72.81189	65.3595
1.2695	12.78992	24.57275	-0.90637	-72.81189	84.49402
1.27	24.67346	10.17151	9.66797	-41.29028	88.92517
1.2705	-10.77576	-6.3446	51.86462	43.20374	44.11011
1.271	-15.40833	-11.17859	73.81897	91.14075	25.98267
1.2715	-8.7616	-31.4209	89.52942	51.36108	35.95276
1.272	-38.77258	-36.35559	112.39014	14.90479	17.82532
1.2725	-92.34924	-43.80798	122.66235	-9.46655	15.50903
1.273	-135.55298	-50.75684	99.19739	6.04248	5.0354
1.2735	-160.22644	-69.48853	62.9425	56.90002	18.32886
1.274	-194.06433	-89.328	19.83948	116.51917	51.86462
1.2745	-224.57886	-99.60022	-26.3855	131.62537	105.23987
1.275	-256.80542	-101.8158	-46.62781	64.95667	167.67883
1.2755	-261.13586	-87.21313	-43.30444	-31.52161	150.45776
1.276	-237.97302	-47.63489	-34.34143	-125.18005	126.58997
1.2765	-195.17212	-40.48462	-32.52869	-137.86926	78.75366
1.277	-148.54431	-30.31311	-37.7655	-67.8772	-49.85046
1.2775	-127.59705	-28.19824	-27.09045	29.50745	-100.50659
1.278	-112.49084	-28.60107	-18.02673	148.64502	-122.86377
1.2785	-89.02588	-16.71753	-10.27222	218.8385	-185.80627
1.279	-52.46887	-18.32886	-6.3446	232.23267	-191.34521
1.2795	-0.10071	-20.54443	0.30212	172.71423	-46.02356
1.28	32.42798	-13.99841	-3.52478	55.59082	124.67651
1.2805	66.76941	-15.50903	-5.63965	-73.51685	261.43799
1.281	95.77332	-21.3501	-36.55701	-183.99353	369.90051
1.2815	118.53333	-22.45789	-39.57825	-199.80469	342.70935
1.282	106.9519	-27.29187	-34.64355	-154.58679	214.30664
1.2825	82.88269	-35.14709	-19.73877	-55.49011	51.36108
1.283	61.53259	-32.7301	-12.18567	-22.45789	-27.29187
1.2835	77.34375	-26.88904	-10.67505	12.5885	-91.34216
1.284	105.44128	-15.1062	-9.56726	44.51294	-126.89209
1.2845	108.86536	3.02124	-1.91345	59.71985	-114.30359
1.285	139.37988	7.5531	-25.78125	54.18091	-85.80322
1.2855	176.33972	23.26355	-58.10852	112.39014	-128.80554
1.286	201.91956	31.4209	-70.59631	196.38062	-214.00452
1.2865	209.17053	36.15417	-68.38074	224.88098	-215.41443
1.287	211.18469	48.44055	-32.22656	66.06445	-88.62305
1.2875	211.68823	31.72302	12.5885	-141.89758	0.70496
1.288	188.82751	8.35876	4.73328	-208.36487	29.91028
1.2885	133.84094	6.14319	-14.70337	-152.57263	28.9032
1.289	43.30444	5.74036	-12.78992	-95.47119	14.50195
1.2895	-41.69312	-11.17859	-6.44531	-87.01172	22.45789
1.29	-96.37756	-45.52002	-27.59399	-17.42249	25.07629
1.2905	-147.94006	-57.60498	-32.7301	74.92676	10.57434
1.291	-193.15796	-61.12976	-51.26038	158.01086	26.78833
1.2915	-249.25232	-49.24622	-59.82056	154.08325	66.56799
1.292	-337.57324	-26.28479	-26.48621	106.54907	84.49402
1.2925	-340.39307	-29.30603	-5.94177	-1.71204	233.9447
1.293	-290.03906	-37.7655	-9.06372	-118.83545	370.40405
1.2935	-248.44666	-68.28003	-24.97559	-111.28235	360.13184
1.294	-189.23035	-82.17773	-32.12585	-59.82056	290.03906
1.2945	-131.82678	-69.28711	-16.01257	-77.64587	232.03125
1.295	-118.93616	-51.76392	-13.797	-44.41223	139.07776
1.2955	-83.68835	-41.08887	-8.45947	-2.81982	54.38232
1.296	-50.85754	-49.44763	-22.96143	35.34851	8.7616
1.2965	-87.11243	-47.43347	-19.63806	87.31384	-38.26904
1.297	-115.31067	-48.33984	-12.18567	100.50659	-35.44922
1.2975	-140.38696	-42.59949	2.92053	63.54675	-34.14001
1.298	-148.04077	-60.52551	-7.75452	39.98108	-3.02124
1.2985	-143.4082	-66.56799	-18.63098	68.58215	-68.98499
1.299	-128.40271	-75.12817	0.10071	71.30127	-49.74976
1.2995	-126.79138	-84.89685	-12.99133	105.23987	0.20142
1.3	-90.83862	-64.45312	-35.14709	92.55066	29.91028
1.3005	-32.52869	-31.52161	-57.9071	61.33118	24.27063
1.301	-20.04089	-9.86938	-30.51453	51.96533	30.71594
1.3015	-4.33044	10.77576	47.53418	-18.8324	30.91736
1.302	55.18799	22.25647	51.05896	-42.39807	36.35559
1.3025	137.26501	52.8717	20.74585	-61.12976	44.0094
1.303	195.07141	68.38074	11.38	-99.3988	-46.02356
1.3035	203.12805	78.75366	28.9032	-35.34851	-244.21692
1.304	180.77087	92.75208	41.99524	34.44214	-327.70386
1.3045	177.14539	84.39331	32.02515	69.68994	-334.45129
1.305	156.50024	95.5719	43.00232	73.11401	-328.91235
1.3055	153.68042	108.36182	68.78357	-16.61682	-294.77234
1.306	158.61511	105.74341	70.49561	-67.07153	-293.16101
1.3065	159.62219	110.98022	58.91418	-70.19348	-339.68811
