apertura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
4.3815	105.74341	127.99988	-51.76392	-50.55542	17.52319
4.382	116.31775	141.99829	-7.65381	-63.34534	-79.76074
4.3825	135.15015	138.07068	19.13452	-24.97559	-152.27051
4.383	155.69458	135.04944	-17.52319	34.14001	-139.48059
4.3835	161.23352	136.05652	-34.94568	83.78906	-176.64185
4.384	135.75439	121.05103	-45.11719	160.72998	-270.401
4.3845	110.87952	123.46802	-7.65381	148.3429	-306.45447
4.385	94.86694	120.95032	38.57117	79.05579	-284.90295
4.3855	92.34924	78.65295	50.354	22.25647	-239.98718
4.386	108.66394	30.81665	36.95984	48.64197	-277.14844
4.3865	111.58447	-1.51062	23.56567	65.15808	-275.03357
4.387	103.42712	-30.41382	10.27222	9.86938	-263.85498
4.3875	117.02271	-62.64038	1.2085	-36.65771	-184.79919
4.388	100.80872	-67.17224	-2.71912	-90.13367	-111.8866
4.3885	78.65295	-47.23206	13.59558	-87.81738	-101.31226
4.389	70.89844	-31.32019	35.44922	-76.13525	-62.53967
4.3895	85.80322	-16.61682	34.94568	-80.96924	-2.31628
4.39	93.45703	-7.75452	10.77576	-92.24854	65.96375
4.3905	90.73792	1.10779	-15.60974	-93.45703	121.45386
4.391	66.26587	19.33594	-41.79382	-80.96924	102.62146
4.3915	10.0708	43.10303	-54.38232	-66.87012	50.05188
4.392	-43.80798	46.22498	-74.32251	-47.13135	33.53577
4.3925	-105.94482	36.85913	-111.48376	-38.16833	37.36267
4.393	-188.22327	9.16443	-150.25635	-22.76001	89.52942
4.3935	-241.79993	-14.70337	-136.05652	-58.10852	134.44519
4.394	-291.95251	-49.54834	-87.41455	-96.57898	174.72839
4.3945	-287.31995	-79.15649	-65.96375	-72.30835	206.35071
4.395	-269.39392	-91.64429	-63.84888	-11.98425	192.65442
4.3955	-229.41284	-77.64587	-49.24622	42.7002	103.93066
4.396	-221.05408	-75.02747	-22.45789	76.84021	21.85364
4.3965	-182.88574	-101.21155	6.94885	59.31702	44.71436
4.397	-156.29883	-109.06677	19.94019	21.65222	117.52625
4.3975	-144.21387	-84.59473	7.75452	7.95593	140.68909
4.398	-150.75989	-48.94409	-9.16443	69.48853	87.71667
4.3985	-121.75598	16.21399	-3.12195	107.55615	-7.04956
4.399	-89.12659	49.24622	-40.78674	124.77722	-55.3894
4.3995	-50.65613	66.76941	-101.8158	160.83069	-91.745
4.4	-34.54285	104.53491	-121.45386	176.54114	-128.80554
4.4005	-8.96301	133.84094	-127.39563	178.5553	-139.07776
4.401	17.72461	180.87158	-105.54199	150.55847	-177.14539
4.4015	31.21948	201.31531	-62.53967	105.44128	-195.67566
4.402	70.59631	200.20752	-26.88904	60.72693	-201.51672
4.4025	96.17615	190.43884	9.76868	11.98425	-150.35706
4.403	131.82678	165.06042	60.62622	-116.41846	-27.09045
4.4035	166.97388	133.43811	78.65295	-234.34753	112.99438
4.404	186.61194	87.31384	77.74658	-258.31604	156.80237
4.4045	179.8645	21.95435	84.39331	-205.0415	101.9165
4.405	143.60962	-12.18567	121.9574	-139.37988	25.98267
4.4055	122.46094	-14.80408	134.44519	-129.00696	-43.80798
4.406	114.90784	-26.08337	120.54749	-71.09985	-125.28076
4.4065	85.19897	-47.43347	78.65295	5.63965	-139.78271
4.407	73.01331	-80.06287	23.96851	32.32727	-102.01721
4.4075	76.94092	-118.63403	-11.17859	15.81116	-49.44763
4.408	74.32251	-136.86218	-28.19824	-47.93701	-82.47986
4.4085	61.33118	-124.57581	-12.18567	-80.4657	-259.22241
4.409	30.91736	-104.4342	-21.65222	28.29895	-370.90759
4.4095	12.48779	-82.78198	-86.50818	202.82593	-413.90991
4.41	-6.94885	-73.21472	-98.19031	308.87146	-433.34656
4.4105	-12.28638	-60.92834	-61.93542	277.85339	-422.77222
4.411	-29.30603	-33.73718	-3.42407	195.47424	-351.57166
4.4115	-54.68445	-17.72461	95.77332	131.42395	-289.53552
4.412	-65.3595	-13.19275	177.95105	95.16907	-271.40808
4.4125	-50.55542	-29.91028	167.57812	148.4436	-249.75586
4.413	-16.51611	-65.86304	141.29333	115.61279	-112.39014
4.4135	6.84814	-91.745	124.27368	-25.47913	105.23987
4.414	31.32019	-109.77173	111.68518	-171.90857	283.49304
4.4145	44.31152	-110.07385	124.57581	-261.94153	331.22864
4.415	48.23914	-108.1604	119.74182	-240.39001	275.53711
4.4155	50.65613	-96.67969	120.95032	-131.02112	230.82275
4.416	47.43347	-90.43579	128.302	-9.97009	197.28699
4.4165	48.44055	-88.52234	125.7843	13.797	178.35388
4.417	45.92285	-63.34534	93.15491	-17.52319	194.76929
4.4175	58.00781	-20.04089	50.2533	-40.38391	169.39087
4.418	64.151	25.88196	13.19275	-47.03064	133.53882
4.4185	74.2218	46.62781	5.53894	-22.05505	82.88269
4.419	70.89844	40.48462	11.17859	4.12903	75.32959
4.4195	53.07312	21.04797	14.19983	16.61682	100.70801
4.42	35.14709	24.06921	31.52161	25.68054	58.71277
4.4205	-0.70496	16.01257	65.25879	48.23914	-39.07471
4.421	-33.13293	-7.04956	102.62146	88.32092	-68.17932
4.4215	-92.95349	-28.50037	103.42712	146.73157	-63.44604
4.422	-110.87952	-58.20923	69.38782	126.18713	-48.03772
4.4225	-94.3634	-70.69702	31.11877	116.21704	39.07471
4.423	-89.22729	-51.05896	-7.95593	81.27136	116.82129
4.4235	-46.42639	-36.15417	0.60425	-23.06213	203.53088
4.424	1.2085	-31.72302	-28.9032	-209.77478	315.11536
4.4245	16.41541	-36.85913	-91.34216	-265.86914	374.33167
4.425	20.24231	-5.63965	-113.59863	-261.43799	399.71008
4.4255	35.14709	26.48621	-112.69226	-165.56396	287.52136
4.426	22.76001	38.06763	-92.24854	-49.54834	73.61755
4.4265	7.75452	17.12036	-55.79224	-12.48779	-60.4248
4.427	-17.6239	-9.26514	-13.797	-14.80408	-81.37207
4.4275	-73.61755	-12.38708	32.83081	-22.76001	-52.8717
4.428	-118.53333	-0.20142	9.76868	-11.2793	-62.43896
4.4285	-155.79529	-8.35876	-15.20691	3.92761	-88.32092
4.429	-167.17529	-50.354	-32.62939	35.65063	-108.26111
4.4295	-182.68433	-79.2572	-30.61523	127.19421	-139.48059
4.43	-205.24292	-108.26111	-38.16833	187.01477	-105.6427
4.4305	-227.29797	-92.75208	-36.15417	186.41052	-123.36731
4.431	-241.90063	-53.37524	-51.86462	219.74487	-183.28857
4.4315	-240.39001	-49.34692	-33.23364	272.61658	-244.72046
4.432	-231.52771	-46.32568	5.13611	299.90845	-299.20349
4.4325	-184.39636	-48.23914	9.86938	273.01941	-258.01392
4.433	-107.25403	-2.71912	4.12903	128.20129	-197.58911
4.4335	-41.4917	32.42798	-11.88354	10.77576	-166.26892
4.434	-0.30212	48.84338	-0.10071	-93.25562	-89.73083
4.4345	53.77808	54.98657	11.2793	-183.08716	99.90234
4.435	111.9873	71.30127	13.59558	-261.23657	220.44983
4.4355	124.07227	77.948	6.74744	-202.82593	124.67651
4.436	111.9873	56.09436	17.82532	-131.02112	74.82605
4.4365	82.47986	25.98267	34.24072	-114.20288	91.44287
4.437	27.09045	10.17151	-2.41699	-104.03137	181.073
4.4375	-33.03223	18.22815	-24.27063	-108.76465	267.58118
4.438	-94.06128	11.98425	-5.84106	-80.66711	311.99341
4.4385	-113.49792	-4.12903	16.3147	-66.06445	391.25061
4.439	-104.13208	-18.8324	23.16284	-48.94409	376.84937
4.4395	-79.35791	-59.21631	-30.41382	24.67346	263.55286
4.44	-76.53809	-94.16199	-72.61047	163.5498	142.50183
4.4405	-103.22571	-70.79773	-39.27612	196.68274	111.8866
4.441	-133.23669	-6.14319	29.00391	78.04871	98.59314
4.4415	-130.92041	34.54285	93.35632	28.09753	10.57434
4.442	-71.80481	29.91028	124.37439	54.88586	-94.46411
4.4425	-6.94885	11.78284	114.90784	47.63489	-143.60962
4.443	16.21399	2.21558	76.23596	21.65222	-130.41687
4.4435	24.67346	-3.22266	46.5271	57.10144	-96.47827
4.444	44.81506	-4.83398	27.09045	95.97473	-28.29895
4.4445	74.32251	5.23682	13.59558	98.59314	31.52161
4.445	79.05579	15.71045	-1.2085	87.71667	-48.03772
4.4455	80.26428	36.55701	-44.41223	107.65686	-110.17456
4.446	96.37756	48.64197	-49.64905	80.96924	-149.14856
4.4465	137.26501	49.64905	-55.08728	-9.56726	-176.74255
4.447	177.74963	67.67578	-84.69543	-79.66003	-183.69141
4.4475	212.4939	77.64587	-121.75598	-89.52942	-160.83069
4.448	233.13904	86.50818	-125.07935	-107.25403	-58.30994
4.4485	237.6709	89.42871	-79.86145	-160.32715	-33.23364
4.449	232.73621	75.73242	-40.78674	-140.48767	-22.86072
4.4495	246.33179	60.72693	-23.96851	-150.25635	-44.0094
4.45	244.31763	68.88428	4.53186	-127.29492	-148.74573
4.4505	222.96753	72.40906	35.14709	-77.04163	-156.90308
4.451	195.67566	75.93384	18.22815	-80.16357	-70.89844
4.4515	126.28784	57.10144	-7.15027	-75.22888	-13.59558
4.452	55.2887	42.39807	-29.70886	-23.06213	-3.8269
4.4525	-43.50586	-2.81982	-16.61682	7.35168	20.24231
4.453	-134.14307	-29.91028	-26.28479	13.19275	97.18323
4.4535	-229.91638	-62.9425	-65.56091	13.39417	148.54431
4.454	-307.46155	-90.23438	-85.19897	-4.33044	189.73389
4.4545	-301.8219	-102.01721	-34.64355	-82.27844	179.76379
4.455	-255.2948	-118.43262	-8.25806	-106.64978	115.61279
4.4555	-235.65674	-115.51208	-13.49487	-29.30603	52.46887
4.456	-237.6709	-99.80164	-23.8678	24.06921	29.30603
4.4565	-212.4939	-73.61755	-47.23206	18.32886	85.09827
4.457	-149.04785	-51.96533	-87.21313	-33.73718	191.24451
4.4575	-119.84253	-39.17542	-84.09119	-51.05896	205.44434
4.458	-105.6427	-13.797	-15.50903	-29.80957	135.04944
4.4585	-59.01489	10.67505	25.78125	-51.26038	92.04712
4.459	-12.18567	16.81824	26.78833	-35.75134	10.37292
4.4595	-1.3092	20.44373	19.03381	15.81116	0.10071
4.46	-4.63257	15.00549	-7.15027	56.69861	97.18323
4.4605	37.7655	19.94019	-51.36108	61.43188	98.39172
4.461	84.69543	20.74585	-38.47046	38.67188	-11.78284
4.4615	116.01562	48.03772	-43.40515	38.974	-82.9834
4.462	113.39722	70.3949	-90.73792	45.3186	-49.24622
4.4625	100.30518	58.91418	-149.75281	42.8009	40.98816
4.463	103.02429	65.25879	-130.21545	-31.72302	76.23596
4.4635	123.2666	57.8064	-60.62622	-116.61987	50.05188
4.464	142.60254	40.98816	-22.86072	-95.77332	43.20374
4.4645	153.68042	39.17542	-5.13611	-61.93542	42.90161
4.465	172.10999	47.63489	40.58533	-54.78516	1.71204
4.4655	179.36096	45.41931	78.04871	11.78284	-109.4696
4.466	161.33423	60.22339	122.36023	54.48303	-206.75354
4.4665	161.13281	59.92126	136.45935	40.58533	-263.25073
4.467	165.56396	57.50427	136.45935	1.10779	-275.13428
4.4675	147.73865	94.76624	99.19739	-37.16125	-278.55835
4.468	101.01013	126.58997	13.59558	-6.14319	-294.67163
4.4685	76.13525	135.75439	-75.53101	25.07629	-265.96985
4.469	58.51135	111.38306	-105.44128	52.06604	-236.16028
4.4695	61.93542	106.8512	-151.36414	40.98816	-199.09973
4.47	41.59241	84.69543	-181.77795	32.93152	-130.71899
4.4705	31.92444	82.68127	-224.67957	42.8009	-89.12659
4.471	29.00391	108.96606	-237.77161	90.93933	-90.13367
4.4715	10.47363	127.19421	-214.10522	102.21863	-23.96851
4.472	-26.28479	102.42004	-133.23669	51.76392	25.47913
4.4725	-7.5531	62.74109	-63.44604	3.42407	63.34534
4.473	14.80408	28.80249	-1.51062	-60.3241	95.47119
4.4735	33.13293	-48.84338	17.92603	-113.80005	100.90942
4.474	26.68762	-129.5105	39.27612	-87.91809	112.08801
4.4745	-1.81274	-194.46716	76.23596	-34.24072	102.42004
4.475	-30.51453	-227.70081	127.99988	-8.66089	55.99365
4.4755	-32.22656	-245.62683	132.22961	-13.99841	36.55701
4.476	-23.8678	-239.58435	110.27527	-19.23523	-8.05664
4.4765	-15.50903	-200.20752	102.11792	-28.19824	-28.70178
4.477	-5.0354	-141.69617	67.37366	-26.48621	-33.13293
4.4775	7.35168	-108.56323	60.12268	-19.94019	-18.8324
4.478	-13.09204	-73.91968	69.99207	-20.64514	-5.94177
4.4785	-45.41931	-53.77808	68.78357	18.63098	-2.92053
4.479	-54.0802	-14.09912	69.1864	32.7301	-11.17859
4.4795	-48.13843	13.69629	93.45703	-15.50903	-1.10779
4.48	-31.52161	21.04797	150.05493	-23.46497	-19.43665
4.4805	-2.92053	47.33276	168.58521	2.61841	-76.63879
4.481	12.08496	87.31384	140.78979	-17.12036	-103.72925
4.4815	31.01807	95.67261	83.08411	-83.28552	-91.44287
4.482	57.50427	76.43738	15.20691	-112.89368	-52.36816
4.4825	58.91418	48.23914	-46.02356	-93.75916	3.02124
4.483	23.8678	3.52478	-71.50269	-15.00549	41.18958
4.4835	1.91345	6.14319	-89.22729	14.19983	55.2887
4.484	-4.63257	19.73877	-89.73083	-79.96216	88.92517
4.4845	-23.8678	8.7616	-65.96375	-149.04785	92.34924
4.485	-56.49719	8.56018	-8.45947	-197.4884	43.50586
4.4855	-74.42322	-29.80957	-21.45081	-100.40588	31.82373
4.486	-76.63879	-56.39648	-88.82446	54.88586	49.64905
4.4865	-95.97473	-46.92993	-168.88733	240.79285	-20.04089
4.487	-104.93774	0.10071	-165.66467	350.56458	-89.02588
4.4875	-101.9165	53.67737	-89.63013	298.69995	-86.40747
4.488	-84.09119	92.95349	37.36267	51.36108	-44.51294
4.4885	-70.79773	74.2218	118.83545	-113.39722	-10.17151
4.489	-50.75684	40.08179	134.84802	-79.96216	3.02124
4.4895	-62.13684	15.30762	131.42395	-22.76001	-31.32019
4.49	-81.37207	14.40125	92.85278	54.98657	-87.51526
4.4905	-92.95349	39.47754	76.7395	106.8512	-162.94556
4.491	-87.91809	54.78516	73.71826	115.91492	-164.7583
4.4915	-79.35791	61.43188	34.44214	82.58057	-90.33508
4.492	-72.81189	62.13684	5.33752	25.27771	-8.35876
4.4925	-57.10144	75.22888	-0.10071	16.61682	2.21558
4.493	-34.34143	70.19348	2.5177	5.84106	7.45239
4.4935	-2.61841	55.2887	-2.5177	4.63257	7.25098
4.494	18.63098	34.84497	-13.39417	16.81824	-32.7301
4.4945	24.77417	7.75452	-17.72461	41.69312	-59.1156
4.495	8.35876	-29.70886	-16.81824	49.34692	-47.03064
4.4955	2.92053	-47.8363	9.36584	-10.37292	-120.44678
4.496	3.92761	-58.30994	34.34143	3.32336	-254.0863
4.4965	8.96301	-46.02356	52.46887	28.9032	-281.57959
4.497	6.64673	-64.95667	63.94958	42.09595	-224.88098
4.4975	-13.99841	-62.33826	68.78357	45.3186	-98.69385
4.498	-27.39258	-64.35242	85.19897	28.29895	-2.21558
4.4985	-26.88904	-47.03064	105.74341	109.06677	-40.68604
4.499	-64.45312	-26.68762	138.77563	195.07141	-120.34607
4.4995	-89.63013	-44.51294	104.83704	289.53552	-154.08325
4.5	-101.61438	-51.46179	77.44446	283.49304	-126.69067
4.5005	-90.13367	-65.96375	91.14075	166.47034	32.12585
4.501	-53.17383	-95.77332	84.69543	77.84729	229.71497
4.5015	-10.17151	-104.03137	29.70886	-73.91968	399.20654
4.502	-5.94177	-97.98889	-47.7356	-191.04309	456.30798
4.5025	-14.50195	-84.89685	-85.29968	-148.3429	351.67236
4.503	-7.35168	-81.87561	-37.36267	-214.81018	272.71729
4.5035	-18.8324	-80.56641	10.27222	-317.53235	247.23816
4.504	3.52478	-89.73083	35.34851	-324.17908	219.84558
4.5045	19.13452	-85.29968	23.36426	-218.63708	150.45776
4.505	-13.797	-78.55225	7.5531	-109.77173	133.23669
4.5055	-35.14709	-86.91101	2.31628	-74.02039	196.68274
4.506	-42.09595	-68.98499	2.31628	-61.73401	234.85107
4.5065	-58.41064	-44.31152	15.60974	-48.84338	215.71655
4.507	-68.58215	-32.22656	7.45239	-9.16443	125.7843
4.5075	-90.33508	-39.77966	18.32886	64.95667	17.82532
4.508	-102.31934	-43.30444	16.91895	99.90234	11.78284
4.5085	-96.27686	-35.65063	2.92053	48.54126	77.64587
4.509	-69.99207	-23.46497	-7.35168	-1.91345	91.34216
4.5095	-24.67346	-13.69629	-14.19983	-29.30603	-0.60425
4.51	16.91895	-1.10779	-0.20142	-34.14001	-78.85437
4.5105	60.12268	4.93469	-6.54602	-5.53894	-178.95813
4.511	94.56482	17.42249	-21.24939	32.83081	-241.79993
4.5115	103.62854	33.73718	-36.85913	20.34302	-207.65991
4.512	125.98572	36.05347	-54.98657	-20.94727	-97.98889
4.5125	140.8905	26.18408	-77.14233	-88.52234	35.14709
4.513	160.02502	21.65222	-81.7749	-128.40271	129.20837
4.5135	173.62061	11.48071	-78.35083	-142.19971	205.64575
4.514	183.28857	-12.08496	-79.55933	-102.42004	146.02661
4.5145	176.33972	-8.15735	-59.1156	-46.02356	164.65759
4.515	146.42944	-14.60266	-28.50037	-82.17773	239.68506
4.5155	70.69702	-7.15027	-13.39417	-92.04712	191.54663
4.516	-35.14709	-7.35168	5.23682	-51.5625	114.30359
4.5165	-116.922	-11.78284	13.797	-2.71912	40.2832
4.517	-171.30432	-9.06372	0.10071	32.7301	-20.04089
4.5175	-263.55286	-5.84106	-17.01965	65.56091	-30.51453
4.518	-323.77625	4.33044	-12.5885	67.07153	2.11487
4.5185	-332.83997	-5.43823	3.62549	45.62073	19.63806
4.519	-305.85022	-8.66089	-0.30212	57.60498	30.2124
4.5195	-285.00366	-11.98425	-26.98975	55.08728	54.28162
4.52	-247.13745	-15.40833	-26.18408	92.55066	47.43347
4.5205	-184.59778	-18.02673	-9.16443	105.23987	62.53967
4.521	-145.72449	-30.61523	-2.21558	93.55774	97.78748
4.5215	-127.19421	-45.62073	18.53027	73.91968	112.99438
4.522	-90.13367	-54.38232	30.51453	57.00073	31.82373
4.5225	-41.29028	-51.66321	25.78125	70.29419	-123.56873
4.523	0.80566	-25.27771	26.98975	89.328	-245.02258
4.5235	27.29187	-2.81982	14.40125	143.4082	-320.95642
4.524	50.45471	26.28479	-3.7262	167.88025	-362.146
4.5245	60.72693	29.80957	-19.13452	162.34131	-348.65112
4.525	73.81897	4.12903	-6.94885	120.24536	-282.28455
4.5255	81.87561	-18.22815	-14.90479	19.03381	-123.66943
4.526	89.73083	-12.99133	-25.47913	-57.30286	-75.4303
4.5265	87.51526	6.04248	-31.92444	-70.59631	-39.17542
4.527	122.15881	46.02356	-31.82373	-179.46167	137.0636
4.5275	147.1344	61.02905	-32.42798	-325.79041	339.28528
4.528	166.0675	61.93542	-35.2478	-310.88562	303.63464
4.5285	187.61902	81.27136	-42.39807	-204.13513	182.78503
4.529	166.67175	76.63879	-46.22498	-94.86694	85.5011
4.5295	146.12732	76.43738	-40.1825	37.7655	-64.75525
4.53	146.63086	81.97632	-31.11877	102.82288	-127.79846
4.5305	164.85901	94.16199	-29.50745	86.70959	-118.53333
4.531	158.61511	90.73792	-35.54993	34.64355	-47.53418
4.5315	143.4082	87.61597	-32.93152	-40.58533	30.81665
4.532	165.86609	83.48694	-29.40674	-57.40356	52.26746
4.5325	202.82593	106.34766	-73.01331	-44.81506	8.96301
4.533	226.49231	128.302	-107.45544	11.38	-54.0802
4.5335	224.47815	134.24377	-148.24219	83.99048	-131.62537
4.534	235.35461	96.17615	-139.27917	104.23279	-168.28308
4.5345	249.15161	37.56409	-35.34851	-7.75452	-161.43494
4.535	233.23975	-15.1062	36.65771	-107.25403	-90.13367
4.5355	183.79211	-49.95117	56.90002	-110.6781	-0.50354
4.536	105.23987	-57.30286	68.78357	-75.53101	69.58923
4.5365	52.06604	-45.11719	84.89685	-44.81506	52.36816
4.537	18.12744	-44.71436	113.69934	-47.53418	12.38708
4.5375	-10.17151	-46.02356	110.87952	-45.41931	-15.60974
4.538	-52.06604	-63.44604	69.1864	-32.52869	-46.22498
4.5385	-92.34924	-53.17383	32.52869	13.19275	-50.85754
4.539	-135.65369	-39.88037	-0.30212	51.5625	-43.90869
4.5395	-179.76379	-39.77966	-3.22266	38.87329	33.13293
4.54	-219.24133	-13.59558	1.3092	10.87646	77.948
4.5405	-229.71497	15.00549	-19.73877	33.53577	74.2218
4.541	-236.66382	12.28638	-54.0802	48.64197	68.38074
4.5415	-239.08081	19.13452	-69.1864	65.3595	35.65063
4.542	-214.00452	25.47913	-17.32178	18.8324	15.00549
4.5425	-175.33264	36.15417	6.94885	8.96301	-9.16443
4.543	-154.08325	56.49719	-15.91187	38.87329	-22.45789
4.5435	-135.04944	56.90002	-44.81506	66.76941	-20.44373
4.544	-74.42322	22.86072	-34.64355	51.05896	0.20142
4.5445	-40.98816	-22.55859	-27.29187	56.69861	11.48071
4.545	-43.20374	-71.09985	-53.67737	135.65369	36.75842
4.5455	-60.4248	-100.70801	-70.99915	162.84485	82.17773
4.546	-41.89453	-105.23987	-21.24939	5.43823	126.69067
4.5465	3.8269	-102.52075	4.43115	-143.4082	105.6427
4.547	26.48621	-90.33508	-6.2439	-102.21863	48.74268
4.5475	9.26514	-31.32019	-48.03772	-11.58142	-17.01965
4.548	24.27063	27.59399	-68.38074	-2.11487	-82.88269
4.5485	77.948	62.9425	-63.34534	-21.45081	-103.42712
4.549	115.41138	80.36499	-76.33667	3.22266	-103.22571
4.5495	140.68909	88.11951	-85.40039	54.48303	-134.74731
4.55	146.12732	83.78906	-70.19348	80.96924	-164.85901
4.5505	119.64111	91.14075	-22.86072	77.74658	-187.82043
4.551	97.78748	89.93225	10.57434	75.73242	-178.05176
4.5515	63.34534	81.87561	20.84656	69.89136	-140.48767
4.552	50.95825	71.80481	25.98267	29.70886	-85.29968
4.5525	20.54443	51.15967	32.7301	11.58142	-55.49011
4.553	-26.08337	14.70337	19.13452	35.54993	-39.57825
4.5535	-49.64905	-32.93152	14.40125	59.71985	-34.03931
4.554	-52.8717	-65.96375	8.7616	88.92517	-66.87012
4.5545	-82.07703	-67.97791	11.78284	124.77722	-91.34216
4.555	-120.24536	-42.09595	19.43665	126.38855	-86.91101
4.5555	-109.26819	-47.43347	8.35876	81.37207	-39.98108
4.556	-86.91101	-46.42639	21.04797	39.98108	-25.27771
4.5565	-99.3988	-51.66321	84.19189	-38.26904	2.01416
4.557	-71.7041	-81.06995	136.35864	-82.68127	53.27454
4.5575	-34.34143	-113.49792	136.45935	-82.17773	71.50269
4.558	-23.06213	-111.38306	150.25635	-56.09436	3.02124
4.5585	-38.47046	-82.47986	162.03918	-25.68054	-38.974
4.559	-31.01807	-51.15967	86.00464	-9.16443	-91.04004
4.5595	-27.6947	-35.2478	2.01416	37.96692	-115.61279
4.56	-54.0802	-22.45789	-44.71436	58.51135	-121.35315
4.5605	-90.93933	-8.56018	-48.03772	82.27844	-151.76697
4.561	-91.94641	-11.78284	-41.59241	103.93066	-188.82751
4.5615	-57.30286	-0.30212	-72.71118	122.46094	-216.42151
4.562	-48.74268	22.35718	-81.67419	117.32483	-219.54346
4.5625	-36.05347	48.54126	-53.67737	71.60339	-206.35071
4.563	-21.65222	80.76782	-46.02356	-13.49487	-147.53723
4.5635	13.19275	82.27844	-77.44446	-55.69153	-108.86536
4.564	59.51843	58.20923	-127.59705	-35.65063	110.87952
4.5645	74.62463	52.771	-90.5365	-111.28235	300.31128
4.565	70.69702	62.53967	66.97083	-161.93848	207.35779
4.5655	71.7041	73.81897	142.50183	-35.44922	-65.56091
4.566	43.60657	62.33826	144.6167	133.84094	-313.40332
4.5665	-5.33752	30.11169	150.75989	136.76147	-389.73999
4.567	-17.22107	17.12036	153.78113	93.35632	-363.05237
4.5675	3.7262	11.17859	135.04944	58.51135	-304.84314
4.568	23.26355	-4.73328	108.05969	49.0448	-217.02576
4.5685	12.38708	-28.50037	91.8457	49.0448	-120.7489
4.569	-2.41699	-49.44763	68.78357	77.64587	-17.72461
4.5695	-22.05505	-51.86462	63.14392	9.16443	243.81409
4.57	-10.77576	-56.90002	57.9071	-143.4082	484.00269
4.5705	1.10779	-64.55383	53.27454	-234.95178	542.0105
4.571	2.92053	-61.93542	45.3186	-206.04858	449.25842
4.5715	-9.16443	-32.83081	25.88196	-38.57117	295.37659
4.572	-42.49878	8.7616	-14.50195	23.76709	272.11304
4.5725	-62.13684	60.02197	-33.13293	-27.49329	219.94629
4.573	-53.47595	58.71277	-36.4563	-5.84106	132.43103
4.5735	-31.72302	61.02905	-41.18958	21.75293	27.59399
4.574	-20.94727	59.82056	-47.53418	60.82764	-58.91418
4.5745	9.36584	50.65613	-31.11877	17.22107	-63.54675
4.575	56.39648	50.85754	-9.16443	-187.61902	84.49402
4.5755	99.60022	27.6947	-17.12036	-345.93201	263.15002
4.576	93.55774	36.4563	-45.01648	-416.83044	343.51501
4.5765	87.41455	63.44604	-95.5719	-403.23486	396.08459
4.577	108.66394	50.15259	-172.3114	-328.61023	442.20886
4.5775	93.25562	35.14709	-211.99036	-167.57812	319.84863
4.578	66.76941	42.7002	-208.7677	9.36584	177.85034
4.5785	33.53577	57.60498	-198.09265	91.54358	40.88745
4.579	-4.73328	44.61365	-162.44202	47.03064	32.22656
4.5795	-43.10303	-17.22107	-105.13916	10.77576	64.95667
4.58	-71.20056	-72.10693	-31.62231	50.65613	42.19666
4.5805	-121.65527	-121.55457	39.17542	106.24695	-26.48621
4.581	-155.29175	-141.69617	80.56641	203.53088	-162.84485
4.5815	-186.1084	-137.76855	124.67651	244.61975	-239.58435
4.582	-208.7677	-119.13757	148.54431	179.05884	-204.9408
4.5825	-186.81335	-107.25403	105.03845	95.06836	-90.5365
4.583	-146.12732	-99.3988	32.42798	32.7301	-41.18958
4.5835	-113.29651	-94.86694	-28.39966	33.03223	-78.35083
4.584	-119.84253	-75.4303	-57.70569	67.37366	-178.5553
4.5845	-94.96765	-55.69153	-65.56091	132.83386	-288.62915
4.585	-66.97083	-39.37683	-41.69312	128.70483	-253.88489
4.5855	-26.98975	-43.70728	-26.58691	44.51294	11.07788
4.586	15.91187	-68.58215	-4.22974	-137.36572	316.12244
4.5865	50.65613	-91.94641	14.60266	-258.21533	465.67383
4.587	40.88745	-93.0542	16.61682	-141.39404	408.06885
4.5875	24.27063	-92.14783	18.02673	-11.78284	300.41199
4.588	26.78833	-98.19031	34.94568	-38.77258	294.16809
4.5885	34.84497	-113.49792	73.11401	-80.06287	294.47021
4.589	46.5271	-115.20996	101.61438	-73.61755	308.87146
4.5895	66.6687	-94.46411	82.88269	-78.04871	285.10437
4.59	73.01331	-65.66162	47.23206	-15.60974	198.29407
4.5905	67.37366	-52.67029	26.98975	44.51294	142.099
4.591	60.52551	-43.20374	32.22656	65.66162	77.84729
4.5915	67.97791	-25.68054	62.43896	-18.22815	18.42957
4.592	72.30835	-7.35168	45.92285	-63.54675	-51.86462
4.5925	97.58606	0.60425	28.50037	-51.76392	-91.14075
4.593	100.80872	0.10071	46.02356	-6.54602	-114.4043
4.5935	97.38464	2.21558	35.14709	77.24304	-111.78589
4.594	78.14941	15.1062	10.97717	51.05896	-62.9425
4.5945	67.17224	44.81506	5.84106	-41.59241	-74.82605
4.595	46.12427	58.61206	8.56018	-134.84802	-54.98657
4.5955	26.48621	59.31702	10.57434	-186.71265	-12.99133
4.596	-24.87488	51.76392	11.68213	-160.12573	13.29346
4.5965	-76.13525	54.48303	-1.61133	-100.40588	-6.04248
4.597	-80.16357	59.31702	-12.48779	-38.974	-55.2887
4.5975	-75.4303	65.76233	-9.66797	-26.88904	-80.16357
4.598	-73.01331	71.40198	-12.18567	-37.56409	-80.56641
4.5985	-47.03064	66.46729	-27.79541	-22.96143	-80.56641
