chiusura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
2.802	-89.328	-49.74976	31.62231	56.29578	51.66321
2.8025	-59.01489	-57.50427	30.71594	54.58374	39.07471
2.803	-5.74036	-61.12976	40.48462	32.22656	1.3092
2.8035	42.49878	-51.15967	30.31311	38.47046	-20.04089
2.804	53.07312	-47.53418	1.10779	45.82214	-10.87646
2.8045	30.71594	-50.05188	-47.7356	29.91028	7.85522
2.805	-14.30054	-38.06763	-82.37915	-12.78992	-29.30603
2.8055	-76.84021	-31.92444	-80.16357	-43.40515	-75.02747
2.806	-128.40271	-19.53735	-80.16357	-42.59949	-91.54358
2.8065	-189.73389	-24.27063	-73.21472	-5.53894	-88.0188
2.807	-215.51514	-32.52869	-77.64587	24.57275	-111.58447
2.8075	-152.37122	-39.37683	-84.69543	47.93701	-186.91406
2.808	-46.62781	-29.80957	-68.78357	64.55383	-263.75427
2.8085	19.53735	-21.14868	-31.52161	56.19507	-294.67163
2.809	57.10144	-27.99683	-15.00549	24.27063	-245.224
2.8095	116.11633	-45.62073	-23.36426	12.38708	-188.72681
2.81	169.89441	-59.1156	-31.01807	10.97717	-129.40979
2.8105	173.11707	-51.05896	-24.67346	1.71204	-59.92126
2.811	133.63953	-53.47595	-23.46497	10.67505	24.67346
2.8115	95.16907	-71.90552	-19.53735	4.73328	119.94324
2.812	57.8064	-80.4657	-8.45947	-31.82373	180.46875
2.8125	27.19116	-57.8064	15.91187	-62.33826	199.20044
2.813	-27.29187	-31.4209	40.58533	-101.71509	203.53088
2.8135	-63.44604	-29.20532	39.67896	-125.88501	178.95813
2.814	-42.59949	-30.91736	20.34302	-128.302	95.77332
2.8145	20.64514	-35.34851	8.66089	-119.74182	38.06763
2.815	70.59631	-50.85754	0.30212	-108.86536	19.53735
2.8155	104.23279	-84.09119	-41.18958	-92.34924	33.9386
2.816	120.64819	-102.31934	-68.38074	-69.68994	6.54602
2.8165	136.96289	-96.47827	-72.61047	-51.05896	20.74585
2.817	162.44202	-85.09827	-79.45862	6.14319	36.55701
2.8175	164.45618	-65.15808	-86.00464	70.19348	14.60266
2.818	132.63245	-13.59558	-82.78198	79.96216	-7.65381
2.8185	138.17139	28.50037	-72.81189	12.5885	-19.23523
2.819	169.29016	31.62231	-37.96692	-84.09119	-28.29895
2.8195	173.72131	-31.82373	-13.49487	-86.70959	-7.85522
2.82	161.23352	-72.30835	-26.88904	-21.3501	2.11487
2.8205	138.87634	-109.87244	-39.57825	59.41772	5.13611
2.821	136.45935	-128.90625	-15.40833	62.43896	-11.98425
2.8215	116.31775	-126.38855	5.33752	49.95117	-45.11719
2.822	80.56641	-107.55615	1.3092	59.71985	-51.46179
2.8225	84.99756	-90.33508	35.65063	-37.56409	-54.18091
2.823	71.40198	-90.93933	61.33118	-121.45386	-94.3634
2.8235	69.89136	-104.4342	55.3894	-150.9613	-124.37439
2.824	54.0802	-124.97864	27.29187	-108.76465	-136.45935
2.8245	26.78833	-96.57898	-24.27063	-48.84338	-156.09741
2.825	5.33752	-73.71826	-49.24622	7.25098	-127.49634
2.8255	7.35168	-86.20605	-78.04871	68.48145	-71.7041
2.826	15.30762	-103.42712	-113.69934	81.97632	9.76868
2.8265	2.31628	-135.55298	-157.30591	93.15491	83.38623
2.827	2.5177	-155.69458	-164.05334	84.69543	112.28943
2.8275	20.34302	-145.01953	-147.73865	58.00781	99.19739
2.828	29.70886	-120.95032	-112.18872	36.35559	66.76941
2.8285	10.0708	-37.56409	1.91345	-52.36816	26.08337
2.829	-20.44373	56.5979	19.43665	-38.77258	-10.47363
2.8295	-39.27612	110.47668	-27.19116	51.05896	-18.42957
2.83	-58.30994	141.89758	-51.5625	106.44836	-14.90479
2.8305	-64.55383	158.91724	-36.35559	109.16748	5.74036
2.831	-96.07544	182.18079	-17.6239	71.7041	33.53577
2.8315	-111.9873	206.45142	-2.71912	52.26746	35.14709
2.832	-136.45935	245.42542	12.99133	86.8103	5.94177
2.8325	-155.9967	294.57092	13.39417	133.23669	-23.16284
2.833	-168.78662	320.95642	29.50745	100.50659	2.61841
2.8335	-155.39246	296.98792	71.20056	36.55701	35.2478
2.834	-162.94556	247.23816	89.328	54.0802	65.56091
2.8345	-153.3783	214.30664	124.27368	52.8717	47.53418
2.835	-131.22253	216.01868	117.32483	12.18567	17.01965
2.8355	-115.61279	198.99902	124.97864	-5.43823	-31.92444
2.836	-104.53491	132.83386	116.82129	44.81506	-54.0802
2.8365	-118.13049	81.87561	73.51685	144.01245	-14.80408
2.837	-146.73157	74.62463	17.32178	158.91724	93.35632
2.8375	-164.05334	96.07544	5.94177	61.53259	160.42786
2.838	-148.54431	134.84802	25.68054	-111.8866	152.27051
2.8385	-100.50659	158.61511	50.05188	-290.5426	126.58997
2.839	-54.28162	125.7843	55.49011	-381.78406	136.05652
2.8395	-22.25647	94.3634	55.89294	-338.58032	116.31775
2.84	3.7262	56.09436	61.23047	-279.86755	60.3241
2.8405	26.58691	52.46887	51.15967	-223.77319	31.11877
2.841	30.71594	45.92285	45.62073	-188.42468	10.97717
2.8415	9.06372	25.27771	-0.40283	-103.22571	-10.87646
2.842	-33.13293	-14.30054	-56.5979	-0.30212	-55.69153
2.8425	-23.46497	-61.73401	-102.62146	91.94641	-121.55457
2.843	19.94019	-94.3634	-117.52625	145.52307	-217.63
2.8435	90.5365	-84.89685	-103.93066	163.04626	-288.72986
2.844	157.00378	-70.69702	-84.79614	127.79846	-315.11536
2.8445	173.11707	-86.30676	-38.36975	64.151	-277.45056
2.845	175.13123	-117.22412	-60.52551	74.02039	-228.30505
2.8455	162.44202	-100.40588	-84.49402	79.86145	-178.65601
2.846	145.52307	-74.72534	-87.31384	49.74976	-136.15723
2.8465	139.07776	-77.84729	-102.01721	58.71277	-106.44836
2.847	133.43811	-88.82446	-66.97083	-3.92761	-94.66553
2.8475	153.78113	-90.23438	-65.3595	-74.12109	-97.48535
2.848	161.13281	-54.0802	-77.948	-65.56091	-110.07385
2.8485	158.61511	-11.78284	-91.34216	-13.29346	-110.57739
2.849	164.65759	-35.54993	-65.66162	55.3894	-143.3075
2.8495	155.19104	-74.02039	-24.97559	104.63562	-141.59546
2.85	144.71741	-97.58606	7.85522	149.34998	-113.69934
2.8505	132.33032	-111.08093	-6.74744	183.48999	-95.5719
2.851	120.34607	-104.4342	10.47363	145.52307	-94.56482
2.8515	79.66003	-45.41931	54.38232	69.38782	-98.79456
2.852	-26.78833	7.95593	46.02356	81.17065	-105.84412
2.8525	-137.56714	5.94177	26.78833	144.71741	-123.97156
2.853	-253.28064	3.02124	25.37842	207.15637	-102.42004
2.8535	-341.70227	25.07629	3.8269	209.9762	-38.16833
2.854	-392.86194	56.49719	-6.64673	106.64978	32.22656
2.8545	-419.14673	77.54517	-21.85364	0.50354	85.80322
2.855	-417.63611	111.28235	-10.97717	-103.22571	99.49951
2.8555	-359.32617	76.63879	33.53577	-193.56079	115.31067
2.856	-250.15869	-49.44763	52.46887	-179.96521	173.11707
2.8565	-117.12341	-115.91492	48.03772	-119.74182	187.82043
2.857	-54.48303	-178.15247	39.77966	-47.13135	135.45227
2.8575	54.28162	-302.22473	9.16443	-46.02356	117.72766
2.858	157.80945	-373.12317	-34.34143	-76.84021	92.44995
2.8585	213.19885	-379.16565	-49.64905	-90.43579	71.90552
2.859	229.61426	-360.9375	-54.68445	-96.37756	66.56799
2.8595	221.15479	-330.12085	-73.21472	-62.74109	80.06287
2.86	217.63	-324.38049	-91.64429	-23.16284	126.08643
2.8605	186.71265	-278.65906	-67.8772	-10.37292	180.06592
2.861	141.89758	-156.19812	-30.51453	-30.01099	202.32239
2.8615	89.02588	-25.78125	7.5531	-36.05347	171.90857
2.862	22.15576	98.19031	15.20691	32.7301	98.89526
2.8625	-25.88196	213.60168	11.68213	65.56091	32.93152
2.863	-65.15808	299.90845	10.17151	56.69861	-17.42249
2.8635	-111.38306	354.19006	27.89612	7.35168	-44.41223
2.864	-175.33264	374.7345	78.14941	-48.74268	-47.53418
2.8645	-214.60876	377.55432	94.2627	-112.28943	-30.91736
2.865	-236.36169	344.6228	96.47827	-101.71509	-2.61841
2.8655	-232.13196	279.1626	95.5719	-38.974	1.40991
2.866	-207.76062	215.91797	93.65845	38.06763	-19.43665
2.8665	-170.59937	189.33105	105.03845	74.42322	-34.94568
2.867	-131.12183	166.26892	118.13049	71.80481	-43.60657
2.8675	-86.70959	123.36731	122.36023	81.57349	-42.8009
2.868	-22.35718	71.40198	91.94641	102.82288	-59.1156
2.8685	41.89453	18.22815	76.53809	138.07068	-88.72375
2.869	84.09119	-15.91187	82.78198	159.11865	-67.67578
2.8695	98.89526	2.71912	108.1604	83.08411	-55.79224
2.87	91.34216	32.22656	116.82129	77.34375	-81.47278
2.8705	64.05029	55.79224	107.65686	150.25635	-110.47668
2.871	67.17224	93.96057	91.64429	61.33118	-87.71667
2.8715	98.39172	102.42004	21.24939	-24.87488	16.91895
2.872	101.11084	101.71509	-51.66321	-81.47278	113.80005
2.8725	92.44995	66.87012	-73.01331	-97.98889	127.89917
2.873	90.43579	43.70728	-85.19897	-95.77332	103.72925
2.8735	72.00623	29.30603	-78.95508	-153.98254	85.70251
2.874	20.64514	19.63806	-54.58374	-202.02026	61.53259
2.8745	-44.61365	2.71912	-12.08496	-183.5907	42.09595
2.875	-120.7489	-14.80408	46.02356	-177.44751	32.83081
2.8755	-171.0022	-22.76001	92.14783	-156.70166	16.61682
2.876	-217.83142	-36.25488	63.04321	-109.3689	-1.81274
2.8765	-231.52771	-35.75134	29.50745	-67.97791	-14.09912
2.877	-192.95654	-20.44373	23.26355	-58.91418	-14.60266
2.8775	-149.85352	-30.11169	28.39966	-74.12109	24.87488
2.878	-116.51917	-38.26904	26.48621	-107.25403	57.50427
2.8785	-94.2627	-54.78516	37.46338	-139.37988	67.97791
2.879	-53.77808	-58.71277	23.56567	-94.16199	67.97791
2.8795	-24.16992	-63.74817	-7.5531	-11.68213	77.64587
2.88	-22.96143	-72.00623	-41.69312	71.50269	127.49634
2.8805	-3.92761	-75.53101	-60.92834	64.95667	150.35706
2.881	-4.53186	-51.86462	-51.76392	45.3186	157.2052
2.8815	17.12036	-36.25488	-59.31702	48.64197	132.12891
2.882	8.15735	-32.12585	-67.8772	60.3241	115.51208
2.8825	-0.70496	-23.76709	-84.2926	46.22498	123.77014
2.883	-12.89062	-18.63098	-80.76782	46.5271	95.77332
2.8835	18.02673	6.64673	-63.34534	42.7002	75.22888
2.884	76.7395	40.38391	-39.37683	4.43115	66.97083
2.8845	99.2981	62.64038	-18.8324	-8.35876	46.02356
2.885	108.86536	66.16516	5.84106	29.60815	33.43506
2.8855	109.3689	23.8678	16.61682	52.06604	43.00232
2.886	92.55066	-3.12195	30.41382	73.41614	49.85046
2.8865	84.79614	-16.71753	62.03613	52.06604	91.94641
2.887	54.88586	-31.32019	78.95508	-3.22266	171.80786
2.8875	7.04956	-37.46338	83.58765	-28.9032	184.8999
2.888	-35.14709	-41.29028	80.76782	-34.14001	198.6969
2.8885	-111.9873	-52.06604	80.56641	-31.11877	213.40027
2.889	-156.70166	-70.29419	60.3241	-13.09204	200.10681
2.8895	-129.91333	-90.5365	26.88904	23.56567	197.28699
2.89	-76.13525	-98.69385	24.47205	26.48621	98.0896
2.8905	10.17151	-87.81738	14.30054	-1.91345	-24.06921
2.891	78.35083	-83.38623	22.35718	-39.17542	-72.61047
2.8915	114.10217	-89.12659	15.40833	-38.16833	-89.73083
2.892	106.64978	-102.11792	3.12195	26.28479	-100.40588
2.8925	72.71118	-105.6427	-10.77576	88.32092	-100.30518
2.893	39.98108	-96.47827	9.26514	106.34766	-81.47278
2.8935	63.94958	-76.33667	34.14001	-0.10071	-63.54675
2.894	107.85828	-63.74817	24.57275	-40.38391	-76.94092
2.8945	128.302	-43.20374	19.63806	-49.54834	-109.16748
2.895	114.4043	-27.59399	16.11328	-68.88428	-111.48376
2.8955	105.23987	-37.86621	-7.04956	-63.14392	-97.58606
2.896	113.29651	-52.97241	-35.04639	-30.71594	-110.27527
2.8965	112.08801	-45.01648	-83.68835	-34.64355	-78.45154
2.897	83.48694	-33.03223	-110.47668	-31.72302	-38.87329
2.8975	74.2218	-82.07703	-122.56165	12.89062	-53.47595
2.898	74.92676	-147.1344	-93.25562	80.76782	-139.68201
2.8985	95.06836	-145.9259	-65.96375	112.18872	-234.85107
2.899	134.04236	-116.922	-61.43188	109.26819	-289.63623
2.8995	161.43494	-103.93066	-29.70886	86.20605	-292.25464
2.9	181.47583	-80.06287	-1.00708	34.24072	-293.26172
2.9005	198.39478	-30.91736	10.0708	-21.75293	-280.97534
2.901	217.02576	-13.29346	30.41382	-59.51843	-245.82825
2.9015	228.40576	-12.5885	1.51062	-108.26111	-170.49866
2.902	223.16895	-0.30212	2.21558	-147.73865	-140.58838
2.9025	204.43726	25.78125	18.63098	-170.59937	-141.09192
2.903	185.40344	56.29578	25.37842	-192.453	-131.22253
2.9035	150.75989	89.02588	16.91895	-189.63318	-122.36023
2.904	91.04004	93.0542	11.78284	-101.01013	-135.65369
2.9045	41.59241	68.07861	6.2439	-31.62231	-126.38855
2.905	-6.64673	65.76233	-8.45947	-19.23523	-102.52075
2.9055	-66.97083	105.44128	-10.57434	-65.15808	-26.08337
2.906	-125.28076	142.30042	13.59558	-129.10767	25.27771
2.9065	-146.42944	128.90625	7.5531	-116.82129	50.05188
2.907	-141.29333	55.18799	-27.29187	-18.02673	34.44214
2.9075	-139.48059	-21.24939	-62.13684	101.9165	48.03772
2.908	-144.91882	-48.64197	-96.98181	120.64819	94.46411
2.9085	-134.74731	-56.39648	-160.72998	172.10999	147.1344
2.909	-139.07776	-48.84338	-168.78662	218.03284	136.86218
2.9095	-144.81812	-27.89612	-130.41687	215.41443	111.58447
2.91	-135.65369	-29.91028	-108.86536	162.2406	122.25952
2.9105	-104.03137	-48.84338	-104.53491	116.61987	138.77563
2.911	-70.69702	-36.85913	-96.98181	29.70886	131.02112
2.9115	-24.06921	-43.20374	-109.3689	-21.04797	104.83704
2.912	2.61841	-58.10852	-142.30042	27.19116	80.06287
2.9125	24.67346	-84.69543	-157.60803	63.14392	35.85205
2.913	41.29028	-100.40588	-133.74023	8.56018	21.75293
2.9135	40.58533	-130.71899	-103.22571	-33.33435	36.15417
2.914	25.88196	-139.78271	-76.43738	-6.04248	19.03381
2.9145	10.57434	-127.09351	-55.79224	24.27063	-15.81116
2.915	-4.33044	-114.80713	-58.00781	35.75134	-34.34143
2.9155	-36.95984	-93.75916	-63.14392	36.75842	-22.96143
2.916	-93.75916	-77.64587	-33.53577	35.04639	-4.02832
2.9165	-113.29651	-12.38708	8.96301	-28.9032	12.5885
2.917	-135.35156	65.56091	53.87878	-103.32642	0.90637
2.9175	-161.93848	138.87634	98.89526	-121.75598	-36.95984
2.918	-197.4884	161.93848	93.96057	-94.46411	-33.43506
2.9185	-203.22876	165.76538	72.20764	-68.17932	-39.37683
2.919	-176.23901	157.91016	45.92285	-22.25647	-55.3894
2.9195	-165.26184	132.12891	15.81116	56.5979	-52.06604
2.92	-148.64502	126.18713	6.64673	100.40588	-62.33826
2.9205	-109.67102	99.2981	1.71204	96.98181	-66.6687
2.921	-65.56091	32.32727	5.13611	87.71667	-48.84338
2.9215	-0.50354	22.25647	-14.19983	70.79773	-42.09595
2.922	37.36267	34.24072	-32.22656	48.84338	-54.68445
2.9225	76.84021	27.09045	-28.60107	33.73718	-63.64746
2.923	101.8158	37.06055	-32.83081	67.77649	-86.60889
2.9235	108.46252	16.81824	-38.36975	100.90942	-111.8866
2.924	77.44446	-13.99841	8.25806	88.52234	-69.68994
2.9245	43.80798	1.40991	38.36975	65.66162	-12.38708
2.925	16.3147	46.22498	52.16675	28.60107	51.66321
2.9255	-14.40125	113.69934	56.09436	-18.8324	61.43188
2.926	-47.53418	163.24768	70.99915	-6.2439	40.08179
2.9265	-64.05029	185.50415	71.09985	4.22974	64.05029
2.927	-61.53259	161.73706	86.30676	-30.91736	87.11243
2.9275	-60.52551	126.69067	78.35083	-58.81348	82.68127
2.928	-44.41223	81.7749	47.23206	-12.18567	82.07703
2.9285	-40.98816	100.50659	15.60974	37.96692	82.37915
2.929	-31.92444	126.9928	35.54993	10.27222	41.08887
2.9295	2.11487	93.45703	80.86853	-22.76001	-10.57434
2.93	55.2887	16.81824	86.8103	-34.44214	-38.974
2.9305	95.97473	-58.51135	53.37524	-8.66089	-34.94568
2.931	118.63403	-106.64978	23.16284	-22.15576	14.80408
2.9315	118.43262	-127.09351	3.02124	-31.52161	7.75452
2.932	140.68909	-177.74963	-47.03064	-16.61682	-20.44373
2.9325	162.03918	-215.61584	-80.56641	-58.30994	-17.01965
2.933	189.23035	-238.37585	-80.4657	-81.27136	-24.97559
2.9335	202.62451	-237.26807	-69.1864	-79.66003	-26.48621
2.934	193.86292	-216.92505	-18.63098	-60.82764	-49.24622
2.9345	155.19104	-169.89441	18.32886	-41.89453	-57.30286
2.935	84.49402	-107.05261	37.86621	-3.32336	-70.3949
2.9355	10.57434	-35.65063	94.46411	-14.19983	-71.80481
2.936	-63.24463	25.98267	155.9967	-49.85046	-33.13293
2.9365	-101.41296	62.23755	162.44202	-15.40833	5.53894
2.937	-136.35864	94.76624	130.31616	73.11401	25.177
2.9375	-168.78662	153.27759	79.05579	120.54749	42.59949
2.938	-190.74097	217.73071	46.62781	82.47986	97.38464
2.9385	-204.23584	229.51355	35.95276	24.16992	205.14221
2.939	-208.7677	183.99353	35.54993	8.7616	293.36243
2.9395	-202.62451	119.94324	38.47046	52.36816	304.3396
2.94	-183.89282	96.27686	50.65613	73.91968	295.88013
2.9405	-169.18945	61.02905	77.14233	0.90637	295.578
2.941	-142.099	23.96851	90.63721	-82.27844	296.48438
2.9415	-116.72058	-53.07312	91.14075	-84.69543	305.85022
2.942	-134.04236	-102.42004	62.43896	-30.2124	325.18616
2.9425	-161.23352	-119.13757	11.98425	46.12427	265.3656
2.943	-172.41211	-125.98572	-18.8324	59.31702	172.41211
2.9435	-122.15881	-148.84644	-11.58142	-30.2124	100.50659
2.944	-10.77576	-215.61584	15.60974	-128.20129	49.85046
2.9445	70.79773	-245.32471	38.974	-168.28308	35.75134
2.945	130.21545	-270.50171	73.01331	-187.82043	4.93469
2.9455	124.57581	-260.22949	70.59631	-177.95105	-80.06287
2.946	141.59546	-255.19409	5.74036	-117.92908	-177.85034
2.9465	154.58679	-223.47107	-17.32178	-48.54126	-271.6095
2.947	128.50342	-184.19495	-3.7262	29.70886	-363.4552
2.9475	59.1156	-144.51599	4.12903	82.17773	-391.75415
2.948	-0.30212	-81.27136	-8.15735	150.75989	-403.83911
2.9485	-40.98816	-1.40991	-11.78284	165.46326	-372.11609
2.949	-54.78516	87.11243	-28.70178	121.15173	-288.83057
2.9495	-26.08337	172.00928	-47.8363	68.48145	-230.92346
2.95	-21.45081	234.85107	-31.92444	10.77576	-162.44202
2.9505	-1.10779	232.43408	-1.3092	-91.64429	-44.81506
2.951	26.48621	241.79993	24.27063	-116.72058	-11.48071
2.9515	45.82214	272.51587	66.36658	-73.61755	-56.90002
2.952	29.20532	286.11145	69.28711	28.9032	-96.07544
2.9525	-10.67505	257.8125	40.38391	122.15881	-88.32092
2.953	-32.7301	208.46558	3.02124	182.08008	-63.34534
2.9535	-43.10303	173.92273	-57.20215	221.75903	-50.2533
2.954	-37.7655	121.9574	-97.28394	172.81494	-38.974
2.9545	4.93469	68.98499	-103.02429	137.66785	-38.67188
2.955	29.00391	29.30603	-94.96765	92.75208	-2.41699
2.9555	36.35559	-9.97009	-72.9126	60.22339	27.89612
2.956	28.09753	-12.18567	-50.05188	91.54358	10.37292
2.9565	8.35876	-15.50903	-54.68445	109.77173	42.8009
2.957	1.10779	-0.10071	-61.23047	42.39807	66.16516
2.9575	-2.21558	46.82922	-46.42639	-48.44055	46.02356
2.958	-8.56018	88.32092	-44.91577	-113.39722	-3.52478
2.9585	-38.47046	117.32483	-36.4563	-106.14624	-18.63098
2.959	-73.11401	114.10217	-15.71045	-104.23279	32.83081
2.9595	-94.3634	89.83154	-28.60107	-72.10693	80.4657
2.96	-95.37048	55.08728	-32.52869	-26.18408	90.93933
2.9605	-38.77258	13.19275	1.91345	-31.11877	67.27295
2.961	8.45947	-7.35168	21.45081	-57.30286	46.42639
2.9615	41.18958	-1.91345	17.6239	-81.47278	21.65222
2.962	70.89844	-10.97717	-3.52478	-70.29419	15.00549
2.9625	39.07471	-9.66797	-22.6593	1.10779	22.05505
2.963	8.15735	-5.13611	-7.75452	30.81665	35.2478
2.9635	28.09753	-30.51453	-30.51453	13.59558	46.42639
2.964	54.88586	-55.08728	-42.29736	-25.07629	71.40198
2.9645	47.13135	-76.43738	-25.98267	-42.7002	75.83313
2.965	33.9386	-74.42322	-0.70496	-51.46179	73.21472
2.9655	32.02515	-43.70728	44.51294	-122.76306	91.745
2.966	2.01416	-35.75134	33.33435	-120.95032	143.3075
2.9665	-34.94568	-40.1825	-16.81824	-45.41931	141.89758
2.967	-61.83472	-36.15417	-34.94568	-10.27222	123.97156
2.9675	-62.13684	-23.06213	-34.54285	0.40283	79.66003
2.968	-40.98816	-11.98425	-8.66089	3.02124	48.13843
2.9685	-28.80249	-0.50354	10.87646	25.78125	19.83948
2.969	-12.89062	14.80408	-1.51062	50.55542	11.48071
2.9695	6.44531	22.96143	-34.84497	106.04553	-15.1062
2.97	4.12903	48.03772	-29.10461	146.12732	-45.41931
2.9705	-21.04797	55.08728	-11.88354	90.73792	-33.73718
2.971	-12.68921	30.01099	-40.38391	22.86072	-35.44922
2.9715	0.20142	3.02124	-11.58142	-36.05347	-87.21313
2.972	11.07788	-16.01257	59.92126	-161.43494	-106.64978
2.9725	-3.52478	-71.50269	25.88196	-113.29651	-65.76233
2.973	-42.39807	-118.63403	2.5177	-12.89062	-20.64514
2.9735	-79.66003	-139.37988	9.16443	17.12036	-1.71204
2.974	-64.05029	-133.63953	18.8324	-16.61682	4.12903
2.9745	-16.81824	-130.11475	21.95435	-46.62781	19.63806
2.975	21.65222	-123.56873	11.88354	-26.48621	27.6947
2.9755	42.39807	-124.67651	-17.22107	8.56018	60.82764
2.976	55.49011	-109.3689	-32.7301	9.86938	89.328
2.9765	72.50977	-62.74109	-0.50354	-16.41541	62.9425
2.977	66.6687	-9.36584	7.95593	-20.64514	21.75293
2.9775	74.12109	20.84656	-13.99841	15.81116	-39.27612
2.978	66.76941	23.96851	-54.68445	67.97791	-95.67261
2.9785	40.98816	20.24231	-66.36658	96.47827	-160.02502
2.979	39.98108	-2.61841	-65.76233	92.65137	-200.61035
2.9795	47.43347	-34.64355	-46.82922	73.61755	-175.23193
2.98	45.3186	-59.41772	-21.65222	31.11877	-153.07617
2.9805	54.98657	-95.16907	6.54602	23.66638	-124.17297
2.981	81.47278	-112.69226	14.90479	2.5177	-57.10144
2.9815	63.04321	-103.32642	48.64197	-105.03845	34.94568
2.982	12.89062	-94.96765	43.30444	-143.00537	77.948
2.9825	-33.83789	-91.34216	15.40833	-57.30286	55.59082
2.983	-38.77258	-77.44446	7.04956	-8.8623	38.87329
2.9835	-26.68762	-55.3894	14.19983	-14.19983	29.50745
2.984	-22.15576	-19.83948	26.28479	-35.95276	51.66321
2.9845	-10.77576	16.81824	42.39807	-57.70569	29.60815
2.985	10.17151	26.28479	70.3949	-51.5625	-37.86621
2.9855	12.08496	32.83081	108.76465	-46.92993	-112.08801
2.986	4.73328	37.16125	108.36182	-1.40991	-164.85901
2.9865	12.89062	50.85754	83.38623	-20.54443	-137.76855
2.987	16.41541	77.44446	17.92603	-87.01172	-66.06445
2.9875	2.31628	99.70093	-19.94019	-71.60339	-29.30603
2.988	-13.19275	95.47119	-54.68445	-52.56958	-0.90637
2.9885	-25.37842	72.50977	-75.02747	1.51062	16.91895
2.989	-39.37683	69.58923	-85.09827	85.80322	14.60266
2.9895	-37.46338	68.48145	-62.53967	111.8866	9.16443
2.99	-8.66089	34.64355	-68.07861	104.63562	71.40198
2.9905	11.58142	-13.09204	-95.67261	86.8103	174.52698
2.991	16.21399	-12.08496	-93.75916	64.75525	237.46948
2.9915	7.15027	16.91895	-107.95898	79.35791	254.48914
2.992	-5.13611	19.43665	-105.6427	79.45862	279.26331
2.9925	-2.71912	22.25647	-91.64429	55.49011	294.97375
2.993	-9.06372	7.95593	-71.50269	26.48621	274.83215
2.9935	-36.65771	-16.3147	-12.38708	-14.80408	189.12964
2.994	-42.19666	-0.20142	27.39258	-25.88196	100.90942
2.9945	-40.38391	-6.3446	25.78125	19.43665	-3.22266
2.995	-51.66321	-32.52869	71.60339	5.74036	-86.8103
2.9955	-38.77258	-60.62622	79.2572	3.7262	-110.6781
2.996	-10.67505	-83.99048	23.96851	13.59558	-135.25085
2.9965	-8.15735	-116.51917	-13.99841	33.73718	-182.78503
2.997	1.51062	-149.85352	-13.89771	56.79932	-228.70789
2.9975	13.29346	-178.5553	-4.73328	57.70569	-256.20117
2.998	37.06055	-152.87476	-4.83398	66.97083	-260.73303
2.9985	79.55933	-91.44287	1.40991	31.32019	-258.81958
2.999	117.82837	-49.74976	-0.60425	-22.25647	-194.46716
2.9995	118.33191	-13.19275	-7.15027	-76.03455	-90.23438
3	95.37048	14.90479	-23.36426	-93.75916	-20.1416
3.0005	76.63879	44.71436	8.15735	-90.83862	9.66797
3.001	76.94092	86.8103	28.60107	-126.79138	29.70886
3.0015	60.12268	75.02747	12.18567	-101.01013	44.21082
3.002	32.52869	36.75842	-5.84106	-23.56567	34.03931
3.0025	-25.07629	40.58533	-33.13293	8.7616	66.56799
3.003	-91.24146	83.08411	-55.69153	-10.97717	119.94324
3.0035	-112.08801	81.87561	-76.03455	-30.2124	107.75757
3.004	-109.4696	51.76392	-65.3595	-38.974	72.20764
3.0045	-63.74817	24.87488	-31.62231	-95.5719	55.08728
3.005	-10.57434	-8.35876	-35.44922	-97.78748	60.92834
3.0055	35.85205	-36.35559	-41.4917	-69.08569	75.83313
3.006	44.11011	-26.68762	-51.66321	-13.49487	35.54993
3.0065	40.58533	20.34302	-55.2887	67.47437	-15.81116
3.007	29.20532	45.11719	-21.14868	84.09119	-59.82056
3.0075	27.79541	40.08179	41.18958	42.39807	-79.45862
3.008	31.4209	50.45471	40.08179	38.47046	-76.94092
3.0085	30.71594	73.81897	-15.30762	45.41931	-45.2179
3.009	4.63257	141.09192	-63.44604	53.77808	-19.43665
3.0095	-32.02515	175.73547	-71.40198	57.70569	6.54602
3.01	-83.38623	122.66235	-71.60339	66.87012	14.50195
3.0105	-99.90234	39.57825	-67.17224	97.78748	-0.10071
3.011	-87.91809	-24.06921	-87.61597	109.16748	-12.5885
3.0115	-72.40906	-90.03296	-73.71826	38.06763	4.83398
3.012	-54.48303	-125.07935	-28.60107	-13.99841	16.21399
3.0125	-35.54993	-171.60645	-6.3446	-31.52161	-24.27063
3.013	-18.02673	-209.77478	9.66797	-35.44922	-75.22888
3.0135	-24.37134	-218.13354	31.72302	2.92053	-94.06128
3.014	-38.87329	-216.3208	38.16833	50.85754	-83.08411
3.0145	-30.01099	-219.74487	16.11328	70.79773	-14.60266
3.015	-6.94885	-205.34363	5.33752	48.44055	47.03064
3.0155	34.54285	-141.79688	11.58142	22.76001	69.08569
3.016	37.16125	-46.02356	15.20691	42.8009	40.78674
3.0165	17.92603	23.96851	32.7301	31.32019	37.56409
3.017	0.90637	68.38074	78.25012	-45.11719	86.70959
3.0175	-31.72302	81.27136	74.42322	-98.99597	161.33423
3.018	-71.80481	103.82996	73.91968	-112.69226	200.71106
3.0185	-103.22571	130.71899	101.01013	-112.49084	233.03833
3.019	-136.76147	158.61511	107.95898	-121.9574	246.02966
