chiusura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
0.8495	100.20447	-22.55859	-113.69934	60.72693	-14.70337
0.85	90.13367	32.62939	-69.89136	15.40833	-16.21399
0.8505	89.63013	90.63721	-35.95276	-3.32336	-24.16992
0.851	80.66711	147.23511	-11.07788	-20.64514	-49.64905
0.8515	63.04321	189.53247	4.33044	-27.89612	-55.18799
0.852	48.03772	220.14771	12.28638	-37.96692	-59.21631
0.8525	20.94727	239.28223	32.22656	-26.78833	-54.68445
0.853	7.15027	233.84399	56.69861	-27.89612	-54.58374
0.8535	11.78284	226.89514	62.13684	-16.01257	-53.37524
0.854	15.1062	200.10681	57.30286	6.64673	-53.77808
0.8545	11.98425	174.92981	33.9386	49.44763	-42.39807
0.855	25.68054	153.78113	18.32886	68.98499	-48.44055
0.8555	45.92285	148.74573	18.22815	77.74658	-49.24622
0.856	29.50745	136.25793	38.16833	44.21082	-38.47046
0.8565	-18.53027	140.18555	66.46729	-38.36975	-21.95435
0.857	-51.15967	126.89209	72.50977	-67.8772	-35.75134
0.8575	-11.58142	71.50269	55.2887	-76.94092	-20.34302
0.858	-0.90637	8.25806	-10.67505	-24.67346	7.15027
0.8585	-6.64673	-48.13843	-63.04321	40.98816	16.41541
0.859	0.60425	-70.09277	-46.22498	32.32727	18.63098
0.8595	-26.08337	-63.04321	-26.68762	24.97559	15.50903
0.86	-52.26746	-70.79773	-37.56409	48.54126	21.14868
0.8605	-49.34692	-64.75525	-36.95984	35.75134	39.77966
0.861	-75.02747	-61.53259	-9.16443	-17.12036	73.31543
0.8615	-116.11633	-84.99756	-4.12903	-10.47363	98.79456
0.862	-181.17371	-105.74341	-29.40674	49.14551	103.72925
0.8625	-216.3208	-97.98889	-27.59399	101.21155	98.39172
0.863	-211.99036	-78.04871	-3.52478	110.07385	72.00623
0.8635	-201.61743	-43.10303	19.03381	84.49402	75.02747
0.864	-196.38062	-19.63806	13.797	42.59949	86.10535
0.8645	-198.6969	12.68921	10.77576	16.61682	98.79456
0.865	-200.81177	41.79382	21.85364	-6.14319	109.67102
0.8655	-218.33496	59.71985	22.35718	-24.16992	113.80005
0.866	-245.82825	67.37366	43.30444	-0.60425	94.16199
0.8665	-208.56628	56.69861	58.51135	7.5531	77.04163
0.867	-116.31775	52.16675	67.77649	-20.94727	65.56091
0.8675	-36.4563	54.88586	68.88428	-40.2832	52.06604
0.868	12.99133	49.95117	78.45154	-74.42322	45.82214
0.8685	59.71985	45.11719	88.22021	-108.26111	60.12268
0.869	88.72375	34.44214	92.85278	-117.72766	59.92126
0.8695	92.95349	26.48621	64.65454	-107.25403	76.84021
0.87	73.61755	10.17151	44.0094	-87.51526	131.72607
0.8705	17.01965	-6.84814	17.42249	-50.65613	202.02026
0.871	-67.57507	-14.19983	7.45239	-52.06604	253.88489
0.8715	-152.77405	-31.82373	3.12195	-39.88037	314.91394
0.872	-256.10046	-45.72144	8.96301	-35.75134	350.96741
0.8725	-304.74243	-41.79382	6.14319	-47.8363	327.40173
0.873	-280.27039	-52.67029	-23.96851	-7.85522	274.83215
0.8735	-289.83765	-53.37524	-54.58374	81.47278	244.21692
0.874	-295.578	-68.38074	-45.62073	97.88818	186.20911
0.8745	-236.36169	-81.06995	-36.95984	79.86145	132.43103
0.875	-162.94556	-71.60339	-59.61914	66.06445	79.2572
0.8755	-91.24146	-28.60107	-71.09985	83.78906	-28.50037
0.876	-11.48071	25.68054	-45.41931	44.81506	-115.7135
0.8765	65.86304	52.771	-2.31628	-11.88354	-161.43494
0.877	123.16589	39.27612	17.52319	30.01099	-195.87708
0.8775	186.61194	29.60815	23.46497	39.27612	-223.77319
0.878	247.43958	26.28479	19.13452	-40.48462	-238.87939
0.8785	291.14685	22.35718	7.5531	-97.78748	-234.14612
0.879	284.90295	9.97009	-7.95593	-81.47278	-208.7677
0.8795	300.6134	-11.17859	-19.03381	-75.53101	-204.9408
0.88	256.10046	-32.83081	-49.0448	-20.34302	-197.89124
0.8805	154.88892	-52.97241	-66.36658	50.2533	-185.80627
0.881	98.99597	-67.17224	-37.56409	25.57983	-142.19971
0.8815	39.88037	-66.56799	-31.21948	22.55859	-100.20447
0.882	-24.16992	-57.9071	-24.47205	53.67737	-98.59314
0.8825	-0.10071	-60.52551	-7.15027	80.36499	-141.09192
0.883	98.29102	-54.48303	27.99683	99.49951	-205.14221
0.8835	177.95105	-33.33435	26.68762	108.26111	-242.60559
0.884	211.48682	-26.08337	-14.70337	106.64978	-213.40027
0.8845	225.0824	-20.04089	-47.8363	112.89368	-153.78113
0.885	206.14929	-26.88904	-81.97632	157.2052	-117.02271
0.8855	134.64661	-25.07629	-86.8103	183.89282	-86.60889
0.886	83.58765	-18.32886	-83.99048	152.87476	-71.60339
0.8865	46.5271	-1.40991	-80.06287	104.3335	-61.12976
0.887	-17.42249	20.04089	-79.66003	-8.15735	-14.30054
0.8875	-99.90234	16.21399	-63.84888	-60.92834	41.99524
0.888	-194.06433	-10.17151	-37.16125	-52.46887	143.00537
0.8885	-234.95178	-19.43665	-37.46338	-55.79224	207.5592
0.889	-258.01392	-37.56409	-21.85364	-23.76709	209.47266
0.8895	-247.64099	-28.09753	16.21399	-0.10071	187.82043
0.89	-206.35071	-22.05505	21.85364	-8.35876	189.23035
0.8905	-169.08875	-2.31628	12.18567	-12.38708	158.71582
0.891	-112.28943	-4.63257	-4.43115	43.90869	103.02429
0.8915	-51.46179	-1.3092	-19.63806	77.64587	44.0094
0.892	1.71204	9.16443	-18.53027	110.57739	-27.29187
0.8925	62.03613	28.50037	-32.32727	142.40112	-89.42871
0.893	129.10767	55.2887	-39.37683	154.98962	-152.67334
0.8935	162.03918	83.88977	0.70496	68.98499	-167.47742
0.894	186.20911	81.57349	32.12585	-6.04248	-172.91565
0.8945	188.02185	73.81897	44.71436	-42.49878	-172.3114
0.895	186.00769	62.53967	65.15808	-102.62146	-166.26892
0.8955	192.85583	49.85046	54.18091	-108.26111	-173.92273
0.896	191.94946	33.13293	51.86462	-98.99597	-162.64343
0.8965	189.73389	10.47363	37.56409	-101.71509	-88.52234
0.897	205.74646	-3.02124	19.73877	-168.28308	-0.10071
0.8975	210.17761	-22.45789	3.02124	-184.19495	17.92603
0.898	194.26575	-45.72144	2.92053	-113.80005	6.54602
0.8985	164.55688	-46.5271	-14.90479	-50.95825	9.46655
0.899	110.87952	-53.47595	-46.5271	-51.66321	13.39417
0.8995	52.8717	-54.18091	-53.87878	-41.59241	2.71912
0.9	15.30762	-51.36108	-79.76074	6.44531	-18.63098
0.9005	-9.06372	-68.38074	-81.67419	53.57666	4.02832
0.901	-16.91895	-93.85986	-67.47437	32.42798	34.54285
0.9015	-46.62781	-95.5719	-56.90002	9.76868	62.9425
0.902	-57.9071	-69.89136	-51.46179	2.11487	61.6333
0.9025	-45.92285	-27.79541	-13.99841	-83.58765	67.8772
0.903	-58.61206	-20.24231	-12.38708	-103.42712	78.55225
0.9035	-65.05737	2.5177	-38.67188	-63.54675	66.16516
0.904	-46.02356	0.50354	-90.5365	-4.43115	51.46179
0.9045	-31.11877	-31.82373	-86.00464	29.10461	42.39807
0.905	-27.59399	-42.19666	-32.93152	39.98108	6.14319
0.9055	-23.26355	-42.8009	53.97949	17.92603	-21.24939
0.906	10.67505	-46.02356	59.01489	11.98425	-44.41223
0.9065	50.95825	-60.52551	-3.02124	85.70251	-68.17932
0.907	98.59314	-67.07153	-46.02356	169.39087	-92.65137
0.9075	146.93298	-82.9834	-33.63647	162.84485	-103.22571
0.908	182.08008	-106.04553	-38.974	143.10608	-92.75208
0.9085	199.60327	-85.29968	-47.53418	44.0094	-64.45312
0.909	200.81177	-55.69153	-43.80798	-40.1825	-70.19348
0.9095	176.94397	-30.11169	-11.2793	-100.30518	-66.16516
0.91	123.56873	-10.57434	3.12195	-141.19263	-62.13684
0.9105	89.52942	-15.1062	-16.01257	-103.62854	-51.66321
0.911	44.81506	-26.18408	-35.14709	-59.51843	-39.88037
0.9115	-10.77576	-39.47754	-35.54993	-10.47363	-41.39099
0.912	-37.96692	-23.26355	-26.88904	11.88354	-36.55701
0.9125	-9.36584	-21.65222	-6.04248	21.65222	-42.7002
0.913	8.8623	-22.15576	-4.43115	-12.78992	-19.63806
0.9135	-15.71045	-8.35876	-31.92444	-14.40125	25.37842
0.914	-35.44922	0.70496	-75.63171	-30.81665	72.81189
0.9145	-28.09753	16.3147	-121.75598	-32.22656	98.49243
0.915	-41.4917	48.13843	-168.08167	38.57117	101.61438
0.9155	-71.20056	76.03455	-171.30432	95.16907	87.31384
0.916	-109.87244	89.93225	-97.98889	95.77332	85.90393
0.9165	-152.97546	126.9928	-4.02832	36.75842	82.9834
0.917	-184.8999	139.37988	99.09668	-100.10376	91.64429
0.9175	-225.0824	125.48218	117.62695	-93.65845	107.05261
0.918	-252.67639	123.16589	173.21777	-66.76941	95.77332
0.9185	-250.46082	128.70483	249.55444	-74.12109	53.57666
0.919	-236.4624	155.896	280.16968	-85.70251	21.24939
0.9195	-213.60168	168.88733	339.99023	-138.87634	2.11487
0.92	-162.2406	151.56555	328.2074	-121.75598	-11.48071
0.9205	-112.49084	145.12024	276.6449	-93.0542	-21.45081
0.921	-42.59949	132.83386	254.58984	-103.82996	-32.93152
0.9215	4.53186	106.64978	207.15637	-86.91101	-46.02356
0.922	61.33118	72.71118	142.60254	-12.38708	-74.82605
0.9225	105.34058	32.7301	77.64587	51.26038	-87.51526
0.923	136.66077	19.83948	47.23206	72.20764	-103.62854
0.9235	139.68201	30.81665	49.44763	52.97241	-125.48218
0.924	103.02429	42.90161	49.74976	39.98108	-143.10608
0.9245	17.72461	56.09436	44.91577	16.91895	-145.32166
0.925	-25.68054	36.75842	49.95117	-11.17859	-138.27209
0.9255	-40.68604	11.78284	7.35168	-19.03381	-116.31775
0.926	-31.52161	-29.30603	-90.5365	-4.83398	-56.19507
0.9265	6.2439	-62.64038	-186.20911	16.71753	12.89062
0.927	18.73169	-67.57507	-195.27283	13.797	66.06445
0.9275	25.78125	-57.60498	-153.78113	45.11719	61.33118
0.928	3.92761	-41.59241	-90.13367	51.76392	38.57117
0.9285	-21.04797	-12.28638	-14.30054	17.92603	38.06763
0.929	-72.10693	-17.6239	-17.82532	12.28638	93.45703
0.9295	-136.56006	-40.88745	-60.62622	21.65222	155.19104
0.93	-213.70239	-53.57666	-67.57507	21.14868	211.58752
0.9305	-325.79041	-53.67737	-49.44763	-1.10779	245.224
0.931	-413.20496	-52.16675	-30.31311	-13.99841	270.60242
0.9315	-495.58411	-49.54834	5.0354	-38.16833	294.47021
0.932	-553.18909	-54.0802	21.3501	-25.37842	297.18933
0.9325	-559.73511	-55.69153	1.10779	26.48621	278.25623
0.933	-481.08215	-60.72693	-4.63257	53.37524	269.99817
0.9335	-362.146	-62.33826	-31.11877	63.54675	272.71729
0.934	-280.16968	-54.68445	-38.974	45.2179	271.81091
0.9345	-219.84558	-30.11169	-19.63806	7.04956	235.55603
0.935	-130.51758	-23.06213	8.35876	6.14319	183.28857
0.9355	-39.17542	-28.39966	17.12036	10.27222	135.15015
0.936	24.57275	-36.4563	25.78125	43.90869	93.0542
0.9365	40.48462	-42.19666	41.4917	47.8363	51.26038
0.937	38.87329	-53.47595	38.26904	46.82922	23.8678
0.9375	93.96057	-51.66321	40.68604	59.21631	-9.16443
0.938	160.62927	-47.13135	36.95984	72.9126	-45.62073
0.9385	199.60327	-37.56409	28.09753	78.04871	-72.30835
0.939	222.76611	-35.65063	3.92761	81.27136	-66.36658
0.9395	221.75903	-18.63098	-0.30212	40.58533	-26.48621
0.94	214.30664	-19.23523	12.48779	-3.32336	-15.1062
0.9405	197.58911	-20.04089	24.37134	-33.33435	-11.58142
0.941	181.27441	-38.57117	21.85364	-41.29028	5.94177
0.9415	157.60803	-55.69153	6.94885	-5.74036	-7.45239
0.942	175.93689	-57.10144	0.20142	34.03931	-50.15259
0.9425	212.99744	-40.58533	-3.12195	34.34143	-102.01721
0.943	266.37268	-30.11169	-7.75452	26.18408	-148.94714
0.9435	267.98401	-5.53894	-22.45789	59.71985	-212.89673
0.944	295.578	4.33044	-8.45947	81.47278	-258.41675
0.9445	313.50403	6.54602	-10.77576	100.10376	-263.35144
0.945	261.94153	39.67896	-31.21948	114.60571	-217.12646
0.9455	204.43726	54.0802	-47.43347	76.63879	-134.24377
0.946	166.0675	72.10693	-56.90002	20.84656	-70.3949
0.9465	122.56165	96.47827	22.05505	-39.57825	-81.37207
0.947	111.08093	98.39172	88.22021	-114.00146	-94.2627
0.9475	90.73792	74.2218	72.30835	-73.91968	-78.25012
0.948	100.40588	44.61365	22.25647	-32.12585	-20.94727
0.9485	78.45154	27.09045	-20.04089	-20.84656	12.99133
0.949	21.75293	24.47205	-50.05188	-10.77576	19.13452
0.9495	-14.80408	28.09753	-49.74976	-47.93701	24.87488
0.95	-26.08337	13.59558	-50.55542	-77.14233	30.71594
0.9505	-53.17383	-6.54602	-55.69153	-23.36426	24.87488
0.951	-39.88037	-25.27771	-82.07703	59.01489	16.11328
0.9515	-36.75842	-36.95984	-81.67419	106.34766	9.36584
0.952	-63.94958	-39.77966	-71.90552	108.86536	2.81982
0.9525	-122.56165	-34.54285	-37.56409	65.46021	1.3092
0.953	-207.86133	-49.95117	8.05664	-44.91577	1.81274
0.9535	-235.25391	-67.37366	21.24939	-54.68445	-24.67346
0.954	-261.84082	-71.60339	13.59558	-28.09753	-75.63171
0.9545	-289.33411	-65.15808	-2.92053	1.00708	-85.40039
0.955	-361.44104	-57.50427	-3.92761	9.26514	-49.74976
0.9555	-382.08618	-68.78357	-6.74744	-5.53894	25.57983
0.956	-364.7644	-76.53809	4.12903	7.04956	84.59473
0.9565	-388.6322	-82.58057	29.30603	38.974	117.52625
0.957	-406.05469	-86.40747	30.41382	5.13611	149.04785
0.9575	-334.24988	-94.3634	13.89771	-43.60657	156.70166
0.958	-259.1217	-92.44995	-3.7262	-50.2533	158.21228
0.9585	-204.03442	-114.60571	-14.40125	-40.58533	151.86768
0.959	-145.52307	-138.07068	-35.95276	0.90637	143.10608
0.9595	-78.85437	-165.86609	-57.20215	61.43188	99.19739
0.96	8.56018	-177.44751	-84.79614	138.07068	27.39258
0.9605	87.61597	-144.31458	-62.33826	161.13281	-51.05896
0.961	141.49475	-103.82996	-42.19666	158.81653	-89.73083
0.9615	199.9054	-53.77808	-21.85364	91.64429	-95.26978
0.962	246.63391	3.62549	32.7301	-54.0802	-105.74341
0.9625	270.80383	41.18958	78.45154	-188.72681	-108.86536
0.963	283.29163	66.36658	77.14233	-236.66382	-117.12341
0.9635	301.51978	119.94324	52.26746	-230.01709	-147.73865
0.964	307.86438	167.07458	67.57507	-207.76062	-207.25708
0.9645	315.7196	186.20911	63.04321	-155.39246	-262.24365
0.965	305.04456	188.82751	48.03772	-74.82605	-274.42932
0.9655	295.17517	160.32715	41.18958	-46.82922	-260.3302
0.966	293.86597	145.22095	29.10461	-21.95435	-242.00134
0.9665	306.55518	134.94873	21.24939	8.7616	-252.67639
0.967	331.73218	103.02429	11.78284	27.29187	-260.3302
0.9675	364.6637	55.49011	-16.81824	46.32568	-215.21301
0.968	377.45361	4.33044	-26.88904	-11.48071	-153.3783
0.9685	372.3175	-31.82373	-37.16125	-40.08179	-125.48218
0.969	335.65979	-41.18958	-31.01807	-35.14709	-102.72217
0.9695	274.42932	-10.77576	-18.73169	-54.0802	-96.17615
0.97	219.84558	11.58142	-8.8623	-24.77417	-110.47668
0.9705	189.83459	4.93469	-29.30603	15.30762	-86.91101
0.971	176.33972	5.0354	-35.75134	13.59558	-64.55383
0.9715	137.0636	-5.33752	-21.55151	0.40283	-40.88745
0.972	98.29102	0.70496	-19.83948	8.35876	-30.51453
0.9725	61.93542	27.89612	-54.38232	11.98425	-14.70337
0.973	49.85046	39.17542	-70.59631	10.0708	8.96301
0.9735	30.11169	61.73401	-71.90552	-2.41699	25.57983
0.974	22.96143	77.44446	-84.79614	24.87488	6.54602
0.9745	8.7616	119.13757	-110.47668	38.47046	-2.81982
0.975	-21.65222	138.17139	-111.9873	0.90637	-0.10071
0.9755	-42.49878	143.3075	-88.52234	-40.78674	21.24939
0.976	-47.23206	143.10608	-67.17224	-96.37756	23.96851
0.9765	-69.38782	140.38696	-81.67419	-90.13367	30.81665
0.977	-91.44287	89.328	-100.40588	-6.14319	34.34143
0.9775	-99.90234	30.01099	-114.4043	75.02747	59.71985
0.978	-86.40747	-38.36975	-57.40356	60.22339	66.87012
0.9785	-65.56091	-104.63562	-6.44531	5.13611	58.71277
0.979	-61.12976	-132.83386	16.51611	-0.10071	56.69861
0.9795	-63.04321	-144.81812	20.64514	6.04248	59.82056
0.98	-58.71277	-171.10291	14.70337	-5.23682	82.78198
0.9805	-61.02905	-181.073	26.48621	-1.2085	78.04871
0.981	-55.08728	-156.60095	44.41223	-11.07788	61.12976
0.9815	-63.44604	-112.69226	76.43738	-16.3147	34.84497
0.982	-64.95667	-72.20764	105.6427	-29.50745	24.67346
0.9825	-72.20764	-25.98267	107.15332	-47.43347	14.19983
0.983	-64.45312	16.81824	90.43579	-62.64038	10.37292
0.9835	-68.07861	68.28003	72.40906	-45.82214	-7.65381
0.984	-86.91101	117.22412	30.41382	-23.66638	-8.56018
0.9845	-100.80872	140.78979	15.60974	-18.53027	11.38
0.985	-120.14465	150.9613	20.24231	0.70496	13.29346
0.9855	-132.73315	138.17139	39.17542	26.28479	14.09912
0.986	-144.51599	117.92908	13.19275	52.46887	24.27063
0.9865	-155.39246	104.03137	-4.43115	82.07703	41.4917
0.987	-160.72998	99.2981	24.47205	52.46887	55.99365
0.9875	-135.04944	82.37915	57.30286	-3.92761	69.58923
0.988	-115.31067	71.20056	80.56641	-27.09045	64.25171
0.9885	-104.3335	81.06995	96.7804	-31.52161	52.06604
0.989	-74.72534	71.60339	91.04004	-47.93701	38.47046
0.9895	-54.68445	59.71985	79.86145	-49.24622	39.67896
0.99	-54.98657	76.23596	76.7395	-73.41614	23.96851
0.9905	-51.26038	76.63879	81.17065	-115.51208	26.98975
0.991	-64.75525	46.42639	104.03137	-137.46643	32.02515
0.9915	-83.28552	13.59558	103.72925	-100.80872	12.99133
0.992	-70.59631	-0.10071	66.56799	-33.23364	-17.42249
0.9925	-41.59241	-17.01965	19.53735	52.16675	-27.09045
0.993	-20.84656	-57.40356	-64.75525	140.8905	-8.8623
0.9935	18.73169	-75.73242	-141.39404	206.75354	5.0354
0.994	61.93542	-65.66162	-130.01404	201.51672	-5.33752
0.9945	102.01721	-35.44922	-72.50977	158.31299	-14.40125
0.995	80.26428	-18.42957	-25.27771	122.46094	-33.33435
0.9955	57.70569	-12.78992	14.40125	60.12268	-34.34143
0.996	10.0708	-15.40833	12.89062	39.98108	-16.41541
0.9965	-81.7749	-25.98267	-12.99133	58.61206	0.70496
0.997	-128.20129	-37.36267	-31.82373	79.96216	29.00391
0.9975	-172.91565	-75.02747	-51.36108	68.58215	51.66321
0.998	-258.81958	-74.82605	-51.76392	52.46887	75.02747
0.9985	-283.69446	-67.17224	-46.02356	33.13293	85.40039
0.999	-285.10437	-52.46887	-47.53418	13.69629	99.09668
0.9995	-263.35144	-36.15417	-47.63489	-27.99683	122.86377
1	-236.36169	-46.12427	-58.81348	-46.5271	139.27917
1.0005	-180.77087	-47.93701	-71.7041	-48.64197	152.67334
1.001	-119.94324	-52.67029	-74.82605	-29.60815	143.10608
1.0015	-118.53333	-54.0802	-60.3241	-11.78284	144.51599
1.002	-136.86218	-49.74976	-56.49719	-22.25647	153.57971
1.0025	-159.42078	-54.48303	-41.79382	-10.17151	156.90308
1.003	-187.11548	-52.36816	-37.16125	32.22656	162.44202
1.0035	-221.05408	-32.7301	-17.42249	37.46338	142.60254
1.004	-230.31921	-23.36426	27.59399	29.60815	108.56323
1.0045	-226.49231	-23.96851	57.10144	49.24622	80.86853
1.005	-220.24841	-51.66321	32.32727	74.42322	102.31934
1.0055	-156.39954	-47.93701	0.20142	40.2832	132.93457
1.006	-106.8512	-4.53186	-3.92761	-38.77258	147.73865
1.0065	-60.72693	19.33594	14.19983	-139.78271	126.9928
1.007	3.32336	24.06921	48.44055	-167.47742	83.78906
1.0075	76.23596	29.40674	73.61755	-154.08325	39.07471
1.008	155.19104	29.40674	51.05896	-98.99597	-28.29895
1.0085	219.44275	32.7301	27.49329	-34.94568	-86.00464
1.009	280.4718	47.7356	26.28479	-7.5531	-133.13599
1.0095	307.86438	62.23755	14.90479	-22.25647	-141.69617
1.01	290.34119	59.71985	34.54285	-41.89453	-137.26501
1.0105	271.00525	52.56958	49.0448	-38.26904	-152.67334
1.011	223.06824	52.26746	44.21082	-22.05505	-155.09033
1.0115	145.22095	51.26038	42.90161	-1.3092	-131.72607
1.012	69.58923	27.79541	38.974	60.02197	-118.2312
1.0125	51.76392	11.88354	20.94727	108.26111	-112.99438
1.013	73.61755	-9.26514	-24.06921	179.76379	-125.7843
1.0135	163.24768	-33.73718	-52.46887	218.8385	-130.61829
1.014	251.4679	-51.46179	-12.5885	148.84644	-104.4342
1.0145	301.62048	-43.20374	39.88037	3.8269	-78.75366
1.015	307.86438	-7.65381	94.16199	-181.47583	-64.85596
1.0155	269.99817	-23.56567	117.02271	-304.84314	-26.48621
1.016	222.86682	-61.43188	56.69861	-212.89673	-25.47913
1.0165	192.25159	-88.22021	1.40991	-103.22571	-31.11877
1.017	75.12817	-113.49792	-15.40833	-56.29578	0.50354
1.0175	-16.61682	-113.1958	-24.87488	-37.36267	10.0708
1.018	-67.97791	-139.88342	-38.26904	12.18567	-18.8324
1.0185	-105.13916	-165.06042	-55.08728	58.91418	-32.83081
1.019	-151.36414	-167.276	-63.94958	71.40198	-12.08496
1.0195	-148.84644	-162.84485	-75.12817	74.62463	39.57825
1.02	-184.69849	-131.92749	-59.41772	58.81348	82.37915
1.0205	-241.4978	-87.21313	-52.67029	63.74817	113.49792
1.021	-217.93213	-33.13293	-41.18958	29.10461	112.69226
1.0215	-184.39636	-25.47913	-27.99683	21.04797	137.26501
1.022	-193.56079	-21.24939	-25.07629	25.88196	234.54895
1.0225	-203.32947	-13.797	-20.64514	26.68762	305.95093
1.023	-101.11084	-1.40991	-12.18567	-10.97717	303.93677
1.0235	16.51611	19.43665	-14.50195	-34.14001	272.01233
1.024	81.87561	41.59241	-33.33435	-21.04797	245.92896
1.0245	57.8064	58.51135	-32.12585	6.94885	208.36487
1.025	10.57434	46.82922	-16.21399	34.94568	211.78894
1.0255	-63.34534	2.71912	-21.75293	52.16675	239.38293
1.026	-120.34607	-17.52319	-29.60815	57.70569	217.83142
1.0265	-167.88025	-34.03931	-21.14868	74.2218	163.4491
1.027	-187.4176	-27.99683	-8.66089	77.24304	73.51685
1.0275	-201.81885	-16.41541	2.5177	93.0542	6.44531
1.028	-200.40894	-32.12585	-15.1062	93.96057	-51.66321
1.0285	-134.64661	-53.27454	-21.85364	89.328	-93.75916
1.029	-46.12427	-62.64038	-24.16992	60.3241	-141.09192
1.0295	50.95825	-47.8363	-14.19983	43.20374	-220.047
1.03	135.04944	-19.63806	14.60266	32.42798	-287.01782
1.0305	198.89832	-5.74036	15.81116	23.26355	-297.89429
1.031	209.06982	28.09753	13.59558	36.25488	-294.87305
1.0315	188.22327	69.48853	17.42249	9.97009	-277.04773
1.032	163.4491	93.96057	32.22656	-52.26746	-264.86206
1.0325	126.18713	102.21863	27.19116	-50.45471	-238.47656
1.033	97.88818	89.12659	24.77417	-8.7616	-202.5238
1.0335	39.67896	49.54834	-4.53186	33.83789	-125.18005
1.034	-19.13452	26.48621	-12.48779	45.92285	-72.61047
1.0345	-12.68921	26.98975	0.10071	-18.22815	-40.68604
1.035	17.92603	-2.61841	9.26514	-62.03613	-39.37683
1.0355	53.87878	-27.99683	-3.8269	-64.85596	-60.02197
1.036	116.11633	-65.46021	-5.0354	-51.36108	-100.6073
1.0365	199.60327	-89.328	-3.92761	-35.44922	-119.13757
1.037	255.2948	-102.82288	-7.5531	-40.38391	-94.56482
1.0375	280.4718	-95.5719	-21.85364	-64.35242	-59.61914
1.038	291.14685	-61.53259	-22.45789	-85.70251	-57.00073
1.0385	265.16418	-23.56567	-52.56958	-53.57666	-69.58923
1.039	244.31763	8.15735	-95.26978	11.98425	-87.51526
1.0395	252.47498	-6.74744	-125.98572	64.95667	-130.41687
1.04	258.31604	-8.8623	-147.1344	111.38306	-160.42786
1.0405	234.64966	-17.32178	-118.73474	37.96692	-146.83228
1.041	221.3562	-1.51062	-66.36658	-128.90625	-107.65686
1.0415	139.88342	25.177	-12.28638	-214.70947	-75.32959
1.042	49.0448	22.25647	0.60425	-107.85828	-70.79773
1.0425	3.42407	-16.91895	-0.20142	10.97717	-48.84338
1.043	2.61841	-75.63171	6.2439	37.66479	-8.25806
1.0435	15.00549	-116.01562	10.17151	18.42957	21.14868
1.044	0.90637	-107.25403	18.63098	23.8678	11.78284
1.0445	-0.40283	-107.75757	60.52551	25.57983	-10.77576
1.045	32.22656	-107.05261	93.55774	22.25647	-38.06763
1.0455	40.68604	-88.52234	69.79065	34.14001	-57.40356
1.046	40.2832	-50.15259	51.26038	36.75842	-64.35242
1.0465	29.50745	4.12903	47.93701	-39.67896	-48.64197
1.047	-22.76001	50.65613	46.42639	-128.70483	-7.5531
1.0475	-47.63489	67.97791	34.94568	-208.56628	51.96533
1.048	-49.54834	84.09119	3.7262	-223.26965	66.87012
1.0485	-67.67578	97.68677	-34.54285	-146.32874	72.00623
1.049	-80.16357	124.87793	-96.98181	-55.89294	54.48303
1.0495	-100.10376	171.80786	-124.4751	-10.57434	9.16443
1.05	-116.21704	223.47107	-130.8197	13.59558	-15.71045
1.0505	-136.56006	249.85657	-139.5813	33.9386	-29.50745
1.051	-137.0636	244.92188	-113.80005	3.62549	-36.55701
1.0515	-115.7135	223.67249	-63.14392	-70.69702	-36.35559
1.052	-109.06677	178.95813	-35.34851	-81.87561	-28.9032
1.0525	-110.98022	106.04553	-39.98108	-14.50195	-10.67505
1.053	-105.74341	47.8363	-42.8009	91.64429	-12.38708
1.0535	-102.42004	29.91028	-32.22656	146.73157	-17.01965
1.054	-82.47986	39.37683	-17.92603	110.87952	-12.48779
1.0545	-50.65613	21.95435	57.50427	20.34302	-9.46655
1.055	-31.82373	-35.14709	123.97156	-9.26514	-1.00708
1.0555	-40.58533	-65.25879	120.7489	38.06763	15.30762
1.056	-53.97949	-51.5625	80.16357	120.95032	5.53894
1.0565	-65.56091	-32.52869	23.56567	161.63635	-0.90637
1.057	-63.94958	-4.22974	18.42957	145.22095	-3.42407
1.0575	-75.02747	20.44373	15.81116	101.21155	-5.0354
1.058	-80.26428	19.23523	-13.19275	146.53015	-10.47363
1.0585	-69.89136	29.00391	-50.95825	196.07849	-3.22266
1.059	-78.65295	47.8363	-54.48303	222.46399	-18.42957
1.0595	-77.54517	61.33118	7.35168	160.22644	-26.68762
1.06	-75.32959	87.71667	130.11475	-61.53259	-19.03381
1.0605	-65.25879	91.64429	206.35071	-240.79285	7.95593
1.061	-58.41064	68.48145	196.88416	-259.52454	30.91736
1.0615	-49.74976	34.14001	143.00537	-173.11707	51.26038
1.062	-53.47595	0.20142	116.61987	-100.20447	48.84338
1.0625	-66.46729	12.89062	99.49951	-57.70569	59.82056
1.063	-74.02039	18.02673	69.79065	-33.53577	63.14392
1.0635	-87.71667	10.77576	46.02356	-14.80408	66.76941
1.064	-92.34924	-11.88354	37.16125	-7.85522	66.26587
1.0645	-89.83154	-40.58533	26.88904	-15.50903	82.9834
1.065	-88.92517	-68.68286	8.15735	-37.86621	100.20447
1.0655	-77.44446	-72.10693	9.06372	-78.45154	122.15881
1.066	-62.33826	-47.43347	17.32178	-99.60022	116.41846
